id,Name_of_meal,isSnack,Breakfast,Dinner,Lunch,Gluten_Free,Vegan,Dairy_Free,Vegetarian,Keto_Friendly,Paleo,How_many_servings_per_recipe,Carbs,Protein,Calories,Fat,Fiber,Sugar,allergies
615c89386d695dff13fb6898,"1 Larabar, 1 cup of plain Greek yogurt and 1 tsp of honey",Yes,Yes,,,Yes,,,Yes,,,1,78,25,523,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb67bd,"1 cup of plain yogurt, 1 banana with 3 tbsp of creamy peanut butter",Yes,Yes,,,Yes,,,Yes,,,1,50,19,524,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb698a,"1 White Smoothie (1/3 cup of plain oats, 3/4 cups of plain or vanilla yogurt, 4 cups of milk, 2 tsp of honey, ice)",Yes,Yes,,,Yes,,,Yes,,,1,34,8,525,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb67a2,"1 cup of plain oatmeal with 1 cup of blueberries, 1 cup of plain Greek yogurt",Yes,Yes,,,Yes,,,Yes,,,1,89,25,526,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb6743,"1 cup of nonfat yogurt, 2 bananas with almond butter (~2 tbsp)",Yes,Yes,,,Yes,,,Yes,,,1,79,24,543,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb6742,"1 cup of nonfat yogurt, 2 bananas with 2 tbsp of almond butter",Yes,Yes,,,Yes,,,Yes,,,1,79,24,543,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb677a,"1 cup of plain Greek yogurt and 1 tsp of honey, 1 Clif Bar - Blueberry Crisp (or a similar bar)",Yes,Yes,,,Yes,,,Yes,,,1,92,28,543,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb695a,"1 small avocado, 2 slices of wheat toast with butter",Yes,Yes,,,,,,Yes,,,1,46,10,544,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb67c0,"1 cup of plain yogurt, 1 english muffin with 3 tbsp of creamy peanut butter",Yes,Yes,,,,,,Yes,,,1,49,22,553,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb6866,"1 GoMacro Macrobar Protein Paradise (or a similar bar), 1 cup of plain Greek yogurt and 1 tsp of honey",Yes,Yes,,,,,,Yes,,,1,78,30,553,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb6a03,"2 cups of blueberries and peanut butter (8 tsp), 1 egg",Yes,Yes,,,,,Yes,Yes,,,1,30,16,559,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb6d2c,"Strawberry - Peanut Butter Smoothie (1 1/2 cups of 1% milk, 4 tbsp of peanut butter, 1 cup of strawberries)",Yes,Yes,,,Yes,,,Yes,,,1,42,28,560,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb68ea,"1 peanut butter sandwich (2 slices of whole wheat bread, 2 tbsp of peanut butter), 1 cup of plain yogurt and 1 banana",Yes,Yes,,,,,,Yes,,,1,71,35,569,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb68fb,"1 peanut butter sandwich (2 slices of whole wheat bread, 2 tbsp of peanut butter), 2 cups of 2% milk",Yes,Yes,,,,,,Yes,,,1,58,27,574,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb6c23,"Grilled Nutella Banana Sandwich (2 slices of wheat bread, 4 tbsp of nutella, 1 sliced banana)",Yes,Yes,,,,,,Yes,,,1,71,11,578,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb6a14,"2 cups of chocolate milk, 2 bananas",Yes,Yes,,,,,,Yes,,,1,108,18,590,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb6bc2,"Blueberry-Coconut Smoothie (3/4 cup of coconut milk, 1/4 cup of water, 3/4 cups of blueberries)",Yes,Yes,,,Yes,,,Yes,,,1,26,8,597,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb68b5,"1 orange, 2 apples with almond butter (~3 tbsp)",Yes,Yes,,,,Yes,Yes,Yes,,,1,59,10,601,,,0,"Vegetarian,Vegan,Pescatarian"
615c89386d695dff13fb678e,"1 cup of plain Greek yogurt, 2/3 cup of walnuts",Yes,Yes,,,,,,,,,1,20,24,604,,,0,Pescatarian
615c89396d695dff13fb6dca,"1 1/4 cups of soy yogurt, 1 Muscle Milk Protein Bars (or a similar bar)",Yes,Yes,,,Yes,,,Yes,,,1,89,36,608,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb6a27,"2 cups of lowfat plain yogurt, 1 apple, 2 bananas",Yes,Yes,,,Yes,,,Yes,,,1,113,29,613,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb6777,"1 cup of plain granola, 4 orange slices (1/2 of an orange)",Yes,Yes,,,Yes,,,Yes,,,1,72,19,628,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb68d7,"1 Peanut Butter and Yogurt Shake (2 tbsp of peanut butter, 1/2 cup of plain yogurt, 1 1/2 cups of milk, ice), 1 banana",Yes,Yes,,,,,,Yes,,,1,62,25,630,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb69d5,"2 bananas with peanut butter (~2 tbsp), 1 1/2 cups of 1% milk",Yes,Yes,,,Yes,,,Yes,,,1,77,24,635,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb6c53,"Peanut Butter-Yogurt Smoothie (1 1/2 cups of 1% milk, 1 cup of yogurt, 4 tbsp of peanut butter)",Yes,Yes,,,Yes,,,Yes,,,1,46,36,660,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb6a5b,"2 cups of plain oatmeal, 3 cups of blueberries, 1 scoop of whey protein",Yes,Yes,,,Yes,,,Yes,,,1,118,39,665,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb6774,"1 cup of plain granola, 2 plain rice cakes",Yes,Yes,,,Yes,,,Yes,,,1,79,20,666,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb6768,"1 cup of plain granola, 1 cup of Greek yogurt",Yes,Yes,,,,,,Yes,,,1,73,30,676,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb694d,"1 scoop of plant-based protein powder, 1 cup of plain granola",Yes,Yes,,,,,,Yes,,,1,75,29,676,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb67a3,"1 cup of plain oatmeal with 1 cup of blueberries, 1 cup of plain yogurt and 1 banana",Yes,Yes,,,Yes,,,Yes,,,1,116,37,685,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb6766,"1 cup of plain granola, 1 banana",Yes,Yes,,,,,,Yes,,,1,92,19,701,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb6df7,"1 banana, 1 cup of plain granola",Yes,Yes,,,,,,Yes,,,1,92,19,701,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb6b0e,"3 eggs, 1/2 of a small avocado, 2 bananas",Yes,Yes,,,,,Yes,Yes,,,1,71,28,702,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb6783,"1 cup of plain Greek yogurt with 2 apricots, 2 cups of chocolate milk",Yes,Yes,,,Yes,,,Yes,,,1,101,41,708,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb6dab,"1 1/2 cups of plain Greek yogurt, 1 cup of plain granola",Yes,Yes,,,,,,Yes,,,1,77,36,716,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb68b1,"1 Nutri-Grain Cereal Bar, 1 cup of plain granola",Yes,Yes,,,,,,Yes,,,1,89,20,716,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb67bc,"1 cup of plain yogurt with granola (1/2 cup) and blackberries (~4), 2 tablespoons of peanut butter (smoothe style)",Yes,Yes,,,,,,Yes,,,1,74,28,725,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb6769,"1 cup of plain granola, 1 cup of nonfat Greek yogurt",Yes,Yes,,,,,,Yes,,,1,74,43,738,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb6882,"1 Kind Bar - Dark Chocolate Chunk Bar, 1 cup of plain granola",Yes,Yes,,,,,,Yes,,,1,88,20,746,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb6dc9,1 1/4 cups of plain granola with honey on top,Yes,Yes,,,,,,Yes,,,1,89,23,773,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb6772,"1 cup of plain granola, 2 cups of plain yogurt",Yes,Yes,,,,,,Yes,,,1,93,36,783,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb6770,"1 cup of plain granola, 1 peanut butter granola bar",Yes,Yes,,,,,,Yes,,,1,85,22,784,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb6767,"1 cup of plain granola, 1 cup of chocolate milk (2%)",Yes,Yes,,,Yes,,,Yes,,,1,92,26,786,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb6aed,"3 cups of blueberries, 6 tbsp of crunchy peanut butter",Yes,Yes,,,,Yes,Yes,Yes,,,1,84,27,819,,,0,"Vegetarian,Vegan,Pescatarian"
615c89396d695dff13fb68fc,"1 peanut butter sandwich (2 slices of whole wheat bread, 2 tbsp of peanut butter), 2 cups of blackberries with peanut butter (~8 tsp)",Yes,Yes,,,,Yes,Yes,Yes,,,1,65,24,835,,,0,"Vegetarian,Vegan,Pescatarian"
615c89386d695dff13fb676c,"1 cup of plain granola, 1 cup of plain yogurt and 1 banana",Yes,Yes,,,,,,Yes,,,1,101,41,835,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb688e,"1 KIND Protein Bar - Crunchy Peanut Butter (or a similar bar), 1 cup of plain granola",Yes,Yes,,,,,,Yes,,,1,82,30,846,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb6a5c,"2 cups of plain oatmeal, 6 tbsp of crunchy peanut butter",Yes,Yes,,,Yes,Yes,,Yes,,,1,73,36,854,,,0,"Vegetarian,Vegan,Pescatarian"
615c89386d695dff13fb676b,"1 cup of plain granola, 1 cup of plain Greek yogurt and honey",Yes,Yes,,,,,,Yes,,,1,113,37,889,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb6df2,"1 Banana-Berry Smoothie (1/3 of a banana, 1/3 cup of berries, 1/2 cup of orange juice, ice), 1 cup of flax seeds",Yes,Yes,,Yes,,,Yes,Yes,,,1,69,31,909,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb6ba9,"8 stalks of celery with peanut butter (4 tbsp), 1 banana",Yes,Yes,,,,Yes,Yes,Yes,,,1,78,33,950,,,0,"Vegetarian,Vegan,Pescatarian"
615c89396d695dff13fb6925,"1 plain bagel, 1 cup of pistachios",Yes,Yes,,,,Yes,Yes,Yes,,,1,86,35,961,,,0,"Vegetarian,Vegan,Pescatarian"
615c89386d695dff13fb6762,"1 cup of pistachios, 2 apples with peanut butter (4 tsp)",Yes,Yes,,,,Yes,Yes,Yes,,,1,90,31,1009,,,0,"Vegetarian,Vegan,Pescatarian"
615c89386d695dff13fb686e,"1 hard boiled egg, 1/2 cup of plain granola",Yes,Yes,,,,,,Yes,,,1,68,43,1015,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb6776,"1 cup of plain granola, 3 cups of low-fat yogurt",Yes,Yes,,,,,,Yes,,,1,116,57,1058,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb6e40,"1 cup of almonds, 1 cup of Shredded Wheat cereal with milk, 1 piece of fruit (banana, apple, pear)",Yes,Yes,,,,,,Yes,,,1,99,45,1131,,,0,"Vegetarian,Pescatarian"
60b10c3931a9868962e6a5d8,Honey Stinger Vanillla Waffle (1 waffle),Yes,,,,,,,,,,1,21,1,150,,,,
60b10c4f31a9868962e6a5da,Honey Stinger Caramel Waffle (1 waffle),Yes,,,,,,,,,,1,21,1,150,,,,
60b10ca031a9868962e6a5e0,KIND Bar - Dark Chocolate Chunk (1 bar),Yes,,,,,,,,,,1,23,2,150,,,,
60b10c2c31a9868962e6a5d7,Honey Stinger Chocolate Waffle (1 waffle),Yes,,,,,,,,,,1,19,1,160,,,,
60b10bef31a9868962e6a5d3,Honey Stinger Cherry Blossom Energy Chews (1 packet),Yes,,,,,,,,,,1,39,1,160,,,,
60b10c0231a9868962e6a5d4,Honey Stinger Pink Lemonade Energy Chews (1 packet),Yes,,,,,,,,,,1,39,1,160,,,,
60b10c1031a9868962e6a5d5,Honey Stinger Fruit Smoothie Energy Chews (1 packet),Yes,,,,,,,,,,1,39,1,160,,,,
60b10c1d31a9868962e6a5d6,Honey Stinger Orange Blossom Energy Chews (1 packet),Yes,,,,,,,,,,1,39,1,160,,,,
60b10c5d31a9868962e6a5db,KIND Bar - Caramel Almond Sea Salt (1 bar),Yes,,,,,,,,,,1,16,6,170,,,,
60b10c6931a9868962e6a5dc,KIND Bar - Cranberry Almond (1 bar),Yes,,,,,,,,,,1,18,5,170,,,,
60b10cd031a9868962e6a5e2,KIND Bar - Dark Chocolate Nuts & Sea Salt (1 bar),Yes,,,,,,,,,,1,16,6,180,,,,
60b10c7831a9868962e6a5dd,KIND Bar - Peanut Butter Dark Chocolate (1 bar),Yes,,,,,,,,,,1,17,7,200,,,,
60b10cbf31a9868962e6a5e1,GoMacro Bar - Cherries + Berries (1 bar),Yes,,,,,,,,,,1,39,4,200,,,,
60b10cde31a9868962e6a5e3,GoMacro Bar - Cherries + Berries (1 bar),Yes,,,,,,,,,,1,39,4,200,,,,
60b10c8531a9868962e6a5de,KIND Bar - Fruit and Nut (1 bar),Yes,,,,,,,,,,1,17,6,206,,,,
60b10d1131a9868962e6a5e7,Over Easy Bar - apple cinnamon (1 bar),Yes,,,,,,,,,,1,26,9,220,,,,
60b10c9331a9868962e6a5df,KIND Bar - Oats & Honey (1 bar),Yes,,,,,,,,,,1,33,4,220,,,,
60b10d1e31a9868962e6a5e8,Over Easy Bar - peanut butter (1 bar),Yes,,,,,,,,,,1,24,11,230,,,,
60b10d0431a9868962e6a5e6,Over Easy Bar - banana nut (1 bar),Yes,,,,,,,,,,1,25,9,230,,,,
60b10ceb31a9868962e6a5e4,GoMacro Bar - Granola + Coconut (1 bar),Yes,,,,,,,,,,1,34,5,230,,,,
60b10e2031a9868962e6a5ec,MUSH Apple Cinnamon Overnight Oats (1 container),Yes,,,,,,,,,,1,34,7,230,,,,
615c89386d695dff13fb66e5,"1 cup of apple juice, 1 cup of carrots with hummus (5 tbsp)",Yes,,,,,,Yes,Yes,,,1,37,7,234,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb690d,"1 pita bread, 20 grapes",Yes,,,,,Yes,Yes,Yes,,,1,51,6,234,,,0,"Vegetarian,Vegan,Pescatarian"
615c89396d695dff13fb6df9,"1 banana, 1 handful of pecans (~20)",Yes,,,,,Yes,Yes,Yes,,,1,29,2.5,235,,,0,"Vegetarian,Vegan,Pescatarian"
615c89396d695dff13fb6932,"1 plum, 1 handful of almonds (~20)",Yes,,,,Yes,Yes,Yes,Yes,,,1,15,8,236,,,0,"Vegetarian,Vegan,Pescatarian"
615c89396d695dff13fb69c5,"1/4 cup of almonds (~23 almonds), 1/2 of an orange",Yes,,,,,Yes,Yes,Yes,,,1,15,8,238,,,0,"Vegetarian,Vegan,Pescatarian"
615c89396d695dff13fb6fe1,"2 slices of turkey breast, 1 cup of carrots with hummus (5 tbsp)",Yes,,,Yes,,,Yes,,,,1,26,15,238,,,0,
615c89396d695dff13fb706c,"4 slices of ham, 1 nectarine",Yes,,,Yes,,,Yes,,,,1,18,19,242,,,0,
615c89396d695dff13fb7079,"4 slices of pastrami, 1 apple",Yes,,,Yes,,,Yes,,,,1,27,21,243,,,0,
615c89396d695dff13fb7082,"4 slices of pastrami, 1 pear",Yes,,,Yes,,,Yes,,,,1,28,21,244,,,0,
615c89386d695dff13fb68a0,"1 mozzarella string cheese, 1 pita bread",Yes,,,,,,,Yes,,,1,34,13,245,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb687e,"1 Kashi Bar - Fruit and Grain (or a similar bar), a handful of peanuts (22)",Yes,,,,,,,Yes,,,1,27,9,250,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb6de0,"1 apple, 6 Triscuit crackers",Yes,,,,,Yes,Yes,Yes,,,1,54,4,250,,,0,"Vegetarian,Vegan,Pescatarian"
615c89396d695dff13fb7075,"4 slices of ham, 20 grapes",Yes,,,Yes,,,Yes,,,,1,22,19,251,,,0,
615c89386d695dff13fb6873,"1 Honey Stinger energy bar (or a similar bar), 1 orange",Yes,,,,,,,Yes,,,1,42,6,252,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb673d,"1 cup of New England Clam Chowder soup, 1 piece of fruit (banana, apple, pear)",Yes,,,,,,,,,,1,43,11,252,,,0,Pescatarian
615c89396d695dff13fb707b,"4 slices of pastrami, 1 banana",Yes,,,,,,Yes,,,,1,29,21,253,,,0,
615c89396d695dff13fb6e2d,"1 Clif Bar - Blueberry Crisp (or a similar bar), 1 handful of almonds (~20)",Yes,,,,Yes,Yes,Yes,Yes,,,1,51,16,256,,,0,"Vegetarian,Vegan,Pescatarian"
615c89396d695dff13fb6a06,"2 cups of blueberries, 11 pretzel crisps",Yes,,,,,Yes,Yes,Yes,,,1,60,6,260,,,0,"Vegetarian,Vegan,Pescatarian"
615c89396d695dff13fb708f,"4 slices of roast beef, 1 peach",Yes,,,Yes,,,Yes,,,,1,9,23,262,,,0,
615c89386d695dff13fb66f5,"1 cup of Broccoli soup, 1 slice of rye bread",Yes,,,Yes,,,,Yes,,,1,30,10,262,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb67d8,"1 cup of skim milk, 1 cup of carrots with hummus (5 tbsp)",Yes,,,,,,,Yes,,,1,35,16,263,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb6851,"1 energy bar, 1 plum",Yes,,,,,,,Yes,,,1,52,11,265,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb6b38,"3/4 cup of lentils, 1 piece of fruit (banana, apple, pear)",Yes,,,,,Yes,Yes,Yes,,,1,54,14,265,,,0,"Vegetarian,Vegan,Pescatarian"
615c89386d695dff13fb66eb,"1 cup of blueberries, 1 can of tuna",Yes,,,Yes,,,,,,,1,31,2,271,,,0,Pescatarian
615c89396d695dff13fb7095,"4 slices of roast beef, 15 grapes",Yes,,,Yes,,,Yes,,,,1,13,23,275,,,0,
615c89396d695dff13fb705b,"4 slices of ham, 1 apple",Yes,,,Yes,,,Yes,,,,1,29,19,277,,,0,
615c89396d695dff13fb706d,"4 slices of ham, 1 pear",Yes,,,Yes,,,Yes,,,,1,30,19,278,,,0,
615c89386d695dff13fb6884,"1 Kind Bar - Dark Chocolate Chunk Bar, a handful of peanuts (22)",Yes,,,,Yes,,Yes,Yes,,,1,28,7,280,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb705e,"4 slices of ham, 1 banana",Yes,,,,,,Yes,,,,1,31,19,287,,,0,
60b10cf731a9868962e6a5e5,GoMacro Bar - Double Chocolate + Peanut Butter Chips (1 bar),Yes,,,,,,,,,,1,37,11,290,,,,
615c89396d695dff13fb6deb,"1 Banana Smoothie (1/2 of a banana, 3/4 cups of milk, ice), 11 pretzel crisps",Yes,,,Yes,,,,Yes,,,1,45,9,290,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb709a,"4 slices of roast beef, 20 grapes",Yes,,,Yes,,,Yes,,,,1,18,23,293,,,0,
615c89396d695dff13fb700d,"3 slices of ham, 1/2 of a small avocado",Yes,,,Yes,,,,,,,1,12,15,298,,,0,
615c89396d695dff13fb6b67,"5 stalks of celery with 2 tbsp of peanut butter (2 spoonfuls), 1 mozzarella string cheese",Yes,,,,Yes,,,Yes,,,1,14,16,298,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb7081,"4 slices of pastrami, 1 granola bar, 1 peach or plum",Yes,,,Yes,,,Yes,,,,1,27,24,300,,,0,
615c89396d695dff13fb698f,"1/2 cup of chocolate milk, 1/4 cup of almonds (~23 almonds)",Yes,,,,,,,Yes,,,1,21,12,302,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb6906,"1 pear, 1 handful of almonds (~20)",Yes,,,,Yes,Yes,Yes,Yes,,,1,33,8,302,,,0,"Vegetarian,Vegan,Pescatarian"
615c89386d695dff13fb67d9,"1 cup of soy milk, 1 cup of carrots with hummus (5 tbsp)",Yes,,,,,Yes,Yes,Yes,,,1,34,18,302,,,0,"Vegetarian,Vegan,Pescatarian"
615c89386d695dff13fb6869,"1 handful of almonds (~20), 1 banana",Yes,,,,Yes,Yes,Yes,Yes,,,1,34,8,311,,,0,"Vegetarian,Vegan,Pescatarian"
615c89396d695dff13fb6965,"1 tbsp of almond butter (one spoonful), 30 pretzels (regular-size)",Yes,,,,,Yes,Yes,Yes,,,1,29,7,314,,,0,"Vegetarian,Vegan,Pescatarian"
615c89386d695dff13fb6852,"1 energy bar, 20 pistachios",Yes,,,,,,,Yes,,,1,48,14,315,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb67c1,"1 cup of pretzels, 1 cup of 2% milk, 1 cup of mixed vegetables",Yes,,,,,,,Yes,,,1,53,14,319,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb7090,"4 slices of roast beef, 1 pear",Yes,,,Yes,,,Yes,,,,1,26,23,320,,,0,
615c89396d695dff13fb6957,"1 small avocado, 1 orange",Yes,,,,,Yes,Yes,Yes,,,1,30,3,320,,,0,"Vegetarian,Vegan,Pescatarian"
615c89386d695dff13fb6709,"1 cup of chocolate milk (2%), a handful of peanuts (22)",Yes,,,,Yes,,,Yes,,,1,32,13,320,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb69c3,"1/3 cup of cashews (~32 cashews), 1 peach",Yes,,,,,Yes,Yes,Yes,,,1,30,8,322,,,0,"Vegetarian,Vegan,Pescatarian"
615c89386d695dff13fb67b3,"1 cup of plain quinoa, 1 piece of fruit (banana, apple, pear)",Yes,,,Yes,,Yes,Yes,Yes,,,1,69,9,325,,,0,"Vegetarian,Vegan,Pescatarian"
615c89386d695dff13fb66e8,"1 cup of applesauce, 1 1/2 cups of pretzels",Yes,,,,,Yes,Yes,Yes,,,1,78,6,338,,,0,"Vegetarian,Vegan,Pescatarian"
615c89396d695dff13fb6945,"1 RxBar - Apple Cinnamon (or a similar bar), a handful of peanuts (22)",Yes,,,,,,Yes,Yes,,,1,29,17,340,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb68a1,"1 mozzarella string cheese, 1/2 cup of regular trail mix",Yes,,,,,,,Yes,,,1,33,16,340,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb688c,"1 Kind Bar - Vanilla Blueberry (or a similar bar), 1 handful of almonds (~20)",Yes,,,,Yes,,Yes,Yes,,,1,31,9,346,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb6a10,2 cups of carrots (24 baby carrots) with hummus (10 tbsp),Yes,,,,,Yes,Yes,Yes,,,1,44,14,350,,,0,"Vegetarian,Vegan,Pescatarian"
615c89396d695dff13fb694b,"1 scoop of chocolate protein powder, 2/3 cup of dried fruit",Yes,,,,Yes,,,Yes,,,1,62,27,353,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb6e52,"4 slices of ham or turkey, 1 cup of carrots with hummus (5 tbsp)",Yes,,,Yes,,,Yes,,,,1,26,25,357,,,0,
615c89396d695dff13fb690c,"1 pita bread, 1 Kind Bar - Dark Chocolate Nuts and Sea Salt (or a similar bar)",Yes,,,,,,Yes,Yes,,,1,49,11,365,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb6854,"1 energy bar, a handful of peanuts (22)",Yes,,,,,,,Yes,,,1,49,15,365,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb6883,"1 Kind Bar - Dark Chocolate Chunk Bar, 30 pretzels (regular-size)",Yes,,,,,,Yes,Yes,,,1,49,6,366,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb689f,"1 mozzarella string cheese, 1 nectarine",Yes,,,,,,,Yes,,,1,25,34,369,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb686a,"1 handful of almonds (~20), 10 baby carrots with 2 tbsp of plain hummus",Yes,,,,Yes,Yes,Yes,Yes,,,1,19,10,376,,,0,"Vegetarian,Vegan,Pescatarian"
615c89396d695dff13fb701e,"3 slices of turkey, 1 cup of mozzarella cheese",Yes,,,Yes,,,,,,,1,8,32,377,,,0,
615c89396d695dff13fb68f7,"1 peanut butter sandwich (2 slices of whole wheat bread, 2 tbsp of peanut butter), 10 baby carrots",Yes,,,Yes,,Yes,Yes,Yes,,,1,46,13,377,,,0,"Vegetarian,Vegan,Pescatarian"
615c89396d695dff13fb69b1,"1/2 of a Luna Bar (or a similar bar), side salad with a light dressing (3 tbsp), 1 piece of fruit (banana, apple, pear)",Yes,,,Yes,,,Yes,Yes,,,1,49,10,380,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb6e37,"1 Clif Bar - Chocolate Chip (or a similar bar), a handful of peanuts (22)",Yes,,,,Yes,Yes,Yes,Yes,,,1,50,15,380,,,0,"Vegetarian,Vegan,Pescatarian"
615c89386d695dff13fb673b,"1 cup of mozzarella cheese, flaxseeds (1 oz)",Yes,,,,,,,,,,1,8,24,394,,,0,Pescatarian
615c89396d695dff13fb6936,"1 Quest Bar, 1 handful of almonds (~20)",Yes,,,,Yes,,,Yes,,,1,27,28,396,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb68a9,"1 Nature Valley Granola Bar - Peanut Butter (2 bars, 1 packet), 1 handful of almonds (~20)",Yes,,,,,,,Yes,,,1,34,11,396,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb6872,"1 Honey Stinger energy bar (or a similar bar), 1 handful of almonds (~20)",Yes,,,,,,,Yes,,,1,34,12,396,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb68c6,"1 Peanut Butter and Jelly Sandwich (2 slices of wheat bread, 1 tbsp of peanut butter and 1 tbsp of jelly) (on whole-wheat bread), 1 peach or plum",Yes,,,Yes,,,Yes,Yes,,,1,51,13,405,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb6895,"1 Larabar (or a similar bar), 1 cup of carrots with hummus (5 tbsp)",Yes,,,,,Yes,Yes,Yes,,,1,52,13,405,,,0,"Vegetarian,Vegan,Pescatarian"
615c89386d695dff13fb6874,"1 Honey Stinger energy bar (or a similar bar), 30 pretzels (regular-size)",Yes,,,,,,,Yes,,,1,53,9,406,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb68d2,"1 peanut butter and jelly sandwich (2 slices of wheat bread, 2 tbsp of peanut butter, 1 tbsp of jelly), 1 orange",Yes,,,Yes,,,,Yes,,,1,61,11,407,,,0,"Vegetarian,Pescatarian"
615c89386d695dff13fb6896,"1 Larabar (or a similar bar), 1 cup of skim milk, 1 piece of fruit (banana, apple, pear)",Yes,,,,,,,Yes,,,1,68,16,413,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb6f97,"1/2 cup of plain granola, 1 serving of beef jerky (1 oz)",Yes,,,,,,,,,,1,35,18,414,,,0,
615c89386d695dff13fb688a,"1 Kind Bar - Dark Chocolate Nuts and Sea Salt (or a similar bar), 30 pretzels (regular-size)",Yes,,,,,,Yes,Yes,,,1,42,10,416,,,0,"Vegetarian,Pescatarian"
615c89396d695dff13fb6b61,4 stalks of celery with peanut butter (4 tbsp),Yes,,,,,Yes,Yes,Yes,,,1,22,18,418,,,0,"Vegetarian,Vegan,Pescatarian"
615c89386d695dff13fb686c,"1 handful of almonds (~20), 30 pretzels",Yes,,,,,Yes,Yes,Yes,,,1,33,11,422,,,0,"Vegetarian,Vegan,Pescatarian"
