id,Name_of_meal,Ingredients,Instructions,sort,isSnack,Breakfast,Gluten_Free,Vegan,How_many_servings_per_recipe,Carbs,Protein,Calories,Fat,Fiber,Sugar
5e422fefcffadda5e4ba8bc3,"1 plain bagel with butter, 2 cups of Corn Flakes cereal with milk, 2 scrambled eggs","1  bagel with butter, 1 cup of cereal, 2% milk, 2 eggs, 1 tbsp milk, 1 tsp butter",,2,False,x,,,1.0,104,34,1005,44.7,0.0,0.0
5e422fefcffadda5e4ba8bc8,"1/2 cup of almonds, 2 cups of quinoa, 1 cup of cranberry juice","1/2 cup, 1 cup, 1 cup",,1,False,,,,1.0,103,32,974,43.3,0.0,0.0
5e422fefcffadda5e4ba8bcd,"2 cups of strawberry flavored yogurt (or blueberry/raspberry), 1 plain bagel with butter, 1 Western Omelet (2 eggs, ham, green peppers, onions)",,,2,False,x,,x,1.0,109,40,1032,45.9,0.0,0.0
5e422fefcffadda5e4ba8bd2,"2 cups of plain low-fat yogurt, 4 tbsp of crunchy peanut butter, 2 Nature Valley granola bars (or similar granola bars)",,,2,True,x,,x,1.0,106,48,1064,47.3,0.0,0.0
5e422fefcffadda5e4ba8bd7,"2 cups of whole-wheat spaghetti with 1 cup of tomato sauce, 2 cups of mixed veggies with butter, 2 cups of soy milk","1 cup of whole-wheat spaghetti. 1/2 cup of tomato sauce, 1 cup, 1 cup",,2,False,,,,1.0,120,40,1070,47.6,0.0,0.0
5e422fefcffadda5e4ba8bdc,"2 cups of Raisin Bran cereal with milk, 2 cups of sunflower seeds","1 cup of cereal, 2% milk, 1 cup",,1,False,,,,1.0,112,30,998,44.4,0.0,0.0
5e422fefcffadda5e4ba8be1,"1 plain bagel with butter, 1 cup of plain Greek yogurt and honey, cashews (~ 36 cashews)","1  bagel with butter, 1 cup of Greek yogurt, honey, 1 oz (~18 cashews)",,1,False,,,,1.0,120,40,1102,49.0,0.0,0.0
5e422fefcffadda5e4ba8be6,"1 cup of pistachios, 2 bottles of Gatorade (20 oz. each), 1 cup of plain oatmeal",,,2,False,,,x,1.0,128,31,1096,48.7,0.0,0.0
5e422fefcffadda5e4ba8beb,"2 slices of wheat toast with butter, 1 cup of pistachios, 3 dates (pitted)","1 slice with 2 tbsp of butter, 1 cup, 1 date",,2,False,,,,1.0,116,31,1111,49.4,0.0,0.0
5e422fefcffadda5e4ba8bf0,"1 chicken breast (~4 oz.), 2 sweet potatoes, 30 pretzel crisps, 2 cups of mixed veggies with butter","4 oz, 1 potato, 11 pretzel crisps, 1 cup",,2,False,,,,1.0,120,44,1010,39.3,0.0,0.0
5e422fefcffadda5e4ba8bf5,"Cashews (~ 36 cashews), 2 scrambled eggs, 1 cup of craisins, 4 rice cakes with peanut butter (4 tbsp)",,,2,False,,,x,1.0,126,30,1025,44.6,0.0,0.0
5e422fefcffadda5e4ba8bfa,"1 turkey burger (3 oz.), 1 whole-wheat bread roll, 2 cups of penne (or a similar pasta), 1/3 cup of walnuts (~16 walnuts)",,,2,False,,,x,1.0,124,51,1077,41.9,0.0,0.0
5e422fefcffadda5e4ba8bff,"1 portion of lean pork (4 oz.), 2 cups of white rice, 2 cups of sweet corn, cashews (~ 36 cashews)",,,2,False,,,x,1.0,140,46,1016,30.2,0.0,0.0
5e422fefcffadda5e4ba8c04,"1 cinnamon raisin bagel, 1 cup of plain yogurt and 1 banana, ½ cup of trail mix, 1 cup of carrots (~12 baby carrots), peanut butter (2 tbsp)",,,2,False,,,x,1.0,135,50,983,27.0,0.0,0.0
5e422fefcffadda5e4ba8ad4,"2 cups of whole-wheat spaghetti with 1 cup of tomato sauce, 2/3 cup of walnuts (~32 walnuts)","1 cup of whole-wheat spaghetti. 1/2 cup of tomato sauce, 1/3 cup",,1,False,,,,1.0,108,30,1020,45.3,0.0,0.0
5e422fefcffadda5e4ba8ad9,"1 fillet of salmon (4 oz.), 2 cups of brown rice, 1 cup of edamame, 1 cup of mixed veggies with butter",,,2,False,,,x,1.0,106,52,1001,41.0,0.0,0.0
5e422fefcffadda5e4ba8ade,"2 cups of soy yogurt, ½ cup of mixed nuts, 1 nectarine",,,1,False,,,x,1.0,114,33,965,41.9,0.0,0.0
5e422fefcffadda5e4ba8ae3,"2 cups of penne (or a similar pasta), 2/3 cup of walnuts (~32 walnuts), 1 tbsp of sesame seeds",,,2,False,,,x,1.0,100,30,1016,45.2,0.0,0.0
5e422fefcffadda5e4ba8ae8,"2 ½ cups of spaghetti without sauce, 1 portion of ground beef (~6.6 oz.)","1 cup, 3.3 oz.",,1,False,,,,1.0,123,36,989,39.2,0.0,0.0
5e422fefcffadda5e4ba8aed,"1 portion of lean steak (4 oz.), 2 cups of brown rice, 2 cups of mixed veggies with butter, 2 cups of grapes","4 oz., 1 cup, 1 cup, 1 cup",,2,False,,,,1.0,122,37,1022,42.9,0.0,0.0
5e422fefcffadda5e4ba8af2,"3 cups of rigatoni (or a similar pasta), 1 portion of ground beef (~3.3 oz.)","1 cup, 3.3 oz.",,1,False,,,,1.0,129,37,971,34.1,0.0,0.0
5e422fefcffadda5e4ba8af7,"2 cups of quinoa, 1 portion of lean steak (4 oz.), 2 Belvita bars (or similar energy bars)",,,2,False,,,x,1.0,124,47,990,34.0,0.0,0.0
5e422fefcffadda5e4ba8afc,"1 chicken breast (~4 oz.), 1 cup of trail mix, 1 bottle of Gatorade (20 oz.), 2 Fig Newton cookies","1/4 cup, 4 oz, 20 oz., 2 cookies",,2,False,,,,1.0,120,51,944,28.9,0.0,0.0
5e422fefcffadda5e4ba8a78,"2 cups of whole-wheat spaghetti with 1 cup of tomato sauce, 20 pretzel crisps","1 cup of whole-wheat spaghetti. 1/2 cup of tomato sauce, 11 pretzel crisps",,1,False,,,,1.0,192,31,944,5.8,0.0,0.0
5e422fefcffadda5e4ba8b01,"2 cups of spaghetti, 1 cup of boiled peas, 1 1/2 eggs (over-easy)","1 cup, 1 cup, 2 eggs, 1 teaspoon margarine",,1,False,,,,1.0,125,48,1000,34.2,0.0,0.0
5e422fefcffadda5e4ba8a7d,"2 cups of pasta with tomato sauce, 1 cup of craisins, 1 cup of low-fat yogurt","1 cup of pasta with regular tomato sauce, 1 cup, 1 cup",,1,False,,,,1.0,191,30,905,2.3,0.0,0.0
5e422fefcffadda5e4ba8b06,"4 cups of plain yogurt with 1 cup of plain granola and grapes (~32 grapes), 1/3 cup of walnuts (~16 walnuts), 1 Clif Bar (or a similar bar)",,,2,False,x,,x,1.0,130,46,1040,37.3,0.0,0.0
5e422fefcffadda5e4ba8a82,"2 cups of plain Greek yogurt, 2 pears, 2 mangoes, 1 cup of blueberries",,,2,True,x,,x,1.0,191,33,851,0.0,0.0,0.0
5e422fefcffadda5e4ba8a87,"3 mangoes, 3 large pieces of beef jerky, 20 pretzel crisps",,,2,False,,,x,1.0,201,36,923,0.0,0.0,0.0
5e422fefcffadda5e4ba8a8c,"1 cup of orzo, 2 cups of mixed veggies with butter, 2 cups of strawberry flavored yogurt (or blueberry/raspberry)",,,2,False,,,x,1.0,216,40,932,0.0,0.0,0.0
5e422fefcffadda5e4ba8b0b,"2 Peanut Butter Sandwiches (each with 2 slices of whole-wheat bread and 2 tbsp of peanut butter), 2 cups of strawberry flavored yogurt (or blueberry/raspberry)","2 slices of whole-wheat bread, 2 tablespoons of butter, 1 cup",,1,True,x,,,1.0,126,36,984,37.3,0.0,0.0
5e422fefcffadda5e4ba8b10,"1 plain bagel with butter, 1 cup of plain Greek yogurt with 1/4 cup of raisins, 12 Triscuit crackers","1  bagel with butter, 8 oz nonfat Greek yogurt, 1/4 cup of strawberries, 6 crackers",,2,False,,,,1.0,131,41,977,32.1,0.0,0.0
5e422fefcffadda5e4ba8a91,"2 cups of penne (or a similar pasta), 4 cups of spinach, 1 cup of craisins","1 cup, 1 cup, 1 cup",,1,False,,,,1.0,204,37,943,0.0,0.0,0.0
5e422fefcffadda5e4ba8a96,"3 bananas, 3 cups of blueberries, oatmeal with raisins (1/2 cup of plain oatmeal, 1/4 cup of raisins), 1/3 cup of seitan",,,2,False,,,x,1.0,210,33,947,0.0,0.0,0.0
5e422fefcffadda5e4ba8a9b,"2 whole-wheat pitas, 2 tbsp of hummus, 1/2 cup of orzo, 1 PowerBar (or a similar bar), 1 cup of mixed veggies with butter",,,2,False,,,x,1.0,201,38,936,0.0,0.0,0.0
5e422fefcffadda5e4ba8aa0,"2 mangoes, 1/2 cup of orzo, 2 cups of carrots (~24 baby carrots) with hummus (10 tbsp)",,,2,False,,,x,1.0,227,34,908,0.0,0.0,0.0
5e422fefcffadda5e4ba8aa5,"1 cup of macaroni, 2 cups of pretzels, 2 cups of tomato juice, 1 cup of mixed veggies with butter",,,2,False,,,x,1.0,224,42,836,0.0,0.0,0.0
5e422fefcffadda5e4ba8aaa,"1 chicken breast (~4 oz.), 2 cups of white rice, 2 ½ cups of mixed veggies with butter","4 oz, 1 cup, 1 cup",,1,False,,,,1.0,88,42,992,44.1,0.0,0.0
5e422fefcffadda5e4ba8aaf,"8 graham crackers, 1 scoop of whey protein, 4 tbsp of crunchy peanut butter, 2 cups of Corn Flakes cereal with milk",,,2,False,,,x,1.0,87,46,954,42.4,0.0,0.0
5e422fefcffadda5e4ba8b15,"1 cup of plain granola, 1 cup of macaroni","1 cup, 1 cup",,1,False,,,,1.0,143,32,986,31.8,0.0,0.0
5e422fefcffadda5e4ba8b1a,"2 cups of quinoa, 1 Egg White Wrap (1 flour tortilla, 3 egg whites, 2 tbsp of feta cheese), 2 cups of cranberry juice","1 cup, 1 flour tortilla, 3 egg whites, 2 tbsp feta cheese, 1 cup",,2,False,,,,1.0,144,38,968,26.7,0.0,0.0
5e422fefcffadda5e4ba8b1f,"2 Peanut Butter and Jelly Sandwiches (each with 2 slices of whole-wheat bread), 1 cup of Raisin Bran cereal with milk",,,1,False,,,x,1.0,131,29,972,36.9,0.0,0.0
5e422fefcffadda5e4ba8b24,"1 cup of plain granola, 1 Strawberry Banana Smoothie (2 bananas, 8 strawberries, 1 ½ cups of milk, ice)","1 cup, 1 banana, 1/2 cup of strawberries, 3/4 cup of milk, ice",,1,False,x,,,1.0,143,38,976,28.0,0.0,0.0
5e422fefcffadda5e4ba8c09,"1 cup of almonds, 1 cup of orzo, 1 whole-wheat bread roll","1/2 cup, 1/2 cup, 1 roll",,2,False,,,,1.0,226,64,1317,17.4,0.0,0.0
5e422fefcffadda5e4ba8ab4,"1 fillet of tilapia (4 oz.) or a similar fish, 2 ½ cups of mixed veggies with butter, 2 cups of whole-wheat spaghetti with 1 cup of tomato sauce",,,2,False,,,x,1.0,97,39,987,43.9,0.0,0.0
5e422fefcffadda5e4ba8c0e,"6 cups of yogurt with 1 1/2 cups of granola and grapes (~48 grapes), 1 Nature Valley granola bar (or a similar granola bar)",,,2,True,,,x,1.0,149,48,997,23.2,0.0,0.0
5e422fefcffadda5e4ba8c13,"1 Strawberry Banana Smoothie (2 bananas, 8 strawberries, 1 ½ cups of milk, ice), 1 multigrain bagel, ½ cup of mixed nuts","1 banana, 1/2 cup of strawberries, 3/4 cup of milk, ice, 1 bagel, 1/2 cup",,1,False,,,,1.0,147,46,1058,31.8,0.0,0.0
5e422fefcffadda5e4ba8c18,"1 cup of tempeh, 16 Wheat Thins crackers, 2 cups of blueberries, 2 bottles of Gatorade (20 oz. each)",,,2,False,,,x,1.0,148,35,890,17.6,0.0,0.0
5e422fefcffadda5e4ba8c1d,"2 slices of whole-wheat bread, 4 tbsp of smooth peanut butter, 1 cup of edamame, 1 cup of craisins","1 slice, 2 tbsp, 1 cup, 1 cup",,2,False,,,,1.0,141,42,1042,34.4,0.0,0.0
5e422fefcffadda5e4ba8c22,"2 cups of Raisin Bran cereal with milk, 1 multigrain bagel, 1 cup of sunflower seeds",,,2,False,,,x,1.0,158,32,1001,26.8,0.0,0.0
5e422fefcffadda5e4ba8c27,"2 english muffins with poached eggs (2 eggs on each english muffin), 2 cups of spaghetti without sauce",,,2,False,,,x,1.0,152,50,1094,31.8,0.0,0.0
5e422fefcffadda5e4ba8c2c,"1 english muffin, 1 cup of edamame, 1 cup of carrots (~12 baby carrots) with hummus (5 tbsp), 1 1/2 bottles of Gatorade (total of 30 oz.)",,,2,False,,,x,1.0,155,49,1016,22.2,0.0,0.0
5e422fefcffadda5e4ba8c31,"3 cups of quinoa, 1 cup of plain yogurt and 1 banana, 1 bottle of Gatorade (20 oz.)","1 cup, 1 cup of plain yogurt, 1 banana, 20 oz.",,1,False,,,,1.0,156,48,1035,24.3,0.0,0.0
5e422fefcffadda5e4ba8c36,"1 Peanut Butter and Banana Smoothie (4 tbsp of peanut butter, 2 bananas, 1 ½ cups of milk), 2 Clif Bars (or similar bars)","2 tbsp of peanut butter, 1 banana, 3/4 cup of milk, 1 bar",,1,False,x,,,1.0,166,48,980,13.8,0.0,0.0
5e422fefcffadda5e4ba8ab9,"2 cups of black beans, 2 cups of sunflower seeds","1 cup, 1 cup",,1,False,,,,1.0,98,48,974,43.3,0.0,0.0
5e422fefcffadda5e4ba8c3b,"3 cups of low-fat yogurt, 3 cups of blueberries, 2 cups of pretzels","1 cup, 1 cup, 1 cup",,1,False,,,,1.0,178,50,1021,12.1,0.0,0.0
5e422fefcffadda5e4ba8abe,"1 chicken breast (~4 oz.), 2 cups of mashed potatoes, 1 small avocado","1 cup, 4 oz, 1/2 avocado",,1,False,,,,1.0,88,46,934,41.5,0.0,0.0
5e422fefcffadda5e4ba8c40,"3 hard-boiled eggs, 3 cups of strawberry flavored yogurt (or blueberry/raspberry), 2 cups of brown rice",,,2,False,,,x,1.0,168,46,1116,28.9,0.0,0.0
5e422fefcffadda5e4ba8ac3,"1 cup of almonds, 2 cups of applesauce","1/2 cup, 1 cup",,1,False,,,,1.0,88,30,1046,46.5,0.0,0.0
5e422fefcffadda5e4ba8c45,"3 cups of spaghetti without sauce, 1 RXBAR (or a similar protein bar)","1 cup, 1 bar",,1,False,,,,1.0,171,39,1023,20.3,0.0,0.0
5e422fefcffadda5e4ba8b29,"3 cups of rigatoni, 2 slices of toast (preferably whole-wheat), 1 egg, ½ cup of tofu",,,2,False,,,x,1.0,157,48,966,16.2,0.0,0.0
5e422fefcffadda5e4ba8b2e,"1 chicken breast (~4 oz.), 3 chocolate chip granola bars, 2 cups of brown rice",,,2,False,,,x,1.0,150,50,976,19.6,0.0,0.0
5e422fefcffadda5e4ba8c4a,"3 large pieces of beef jerky, 2 cups of pasta with tomato sauce, 1 cup of craisins, 1 cup of mixed veggies with butter",,,2,False,,,x,1.0,177,40,1031,18.1,0.0,0.0
5e422fefcffadda5e4ba8c4f,"3 cups of low-fat yogurt, 1 banana, 2 peanut butter granola bars (or a similar bar), 2 cups of apple juice","1 cup, 1 banana, 1 bar, 1 cup",,2,False,x,,,1.0,172,48,1039,17.7,0.0,0.0
5e422fefcffadda5e4ba8c54,"Banana Smoothie (3 bananas, 2 1/4 cup of milk, ice), 1 1/2 cups of plain yogurt with 2/3 cup of granola and 2/3 cup of blueberries",,,1,False,x,,x,1.0,173,50,1188,32.9,0.0,0.0
5e422fefcffadda5e4ba8c59,"2 cups of spaghetti without sauce, 2 cups of soy milk, 3 cups of blueberries","1 cup, 1 cup, 1 cup",,1,False,,,,1.0,185,43,1051,15.4,0.0,0.0
5e422fefcffadda5e4ba8c5e,"4 slices of toast (preferably whole-wheat) with 2 eggs, 1 cup of low-fat yogurt, 3 cups of blueberries, 2 cups of apple juice","1 egg, 2 slices of whole-wheat toast, 1 cup, 1 cup, 1 cup",,2,False,x,,,1.0,188,46,1067,14.6,0.0,0.0
5e422fefcffadda5e4ba8c63,"1 cup of chickpeas, 1 Clif Bar (or a similar bar), 1 bottle of Gatorade (20 oz.)","1 cup, 1 bar, 20 oz.",,2,False,,,,1.0,199,49,1099,11.9,0.0,0.0
5e422fefcffadda5e4ba8c68,"2 cups of spaghetti without sauce, 1 plain bagel, 4 Fig Newton cookies",,,2,False,,,x,1.0,194,30,1032,15.1,0.0,0.0
5e422fefcffadda5e4ba8c6d,"2 cups of macaroni without sauce, 3 cups of broccoli, 1 small avocado","1 cup, 1 cup, 1/2 avocado",,1,False,,,,1.0,192,38,1192,30.2,0.0,0.0
5e422fefcffadda5e4ba8c72,"6 dates (pitted), 1 ½ scoops of whey protein, 2 yams, 1 egg",,,2,False,,,x,1.0,198,46,1004,3.1,0.0,0.0
5e422fefcffadda5e4ba8c77,"3 cups of pretzels, 2 cups of Wheaties cereal with milk, 2 cups of quinoa",,,2,False,,,x,1.0,84,19,527,12.8,0.0,0.0
5e422fefcffadda5e4ba8c7c,"2 Bean and Cheese Burritos, 2 white potatoes, 2 PowerBars (or similar energy bars)",,,2,False,,,x,1.0,208,44,1136,14.2,0.0,0.0
5e422fefcffadda5e4ba8c81,"2 Egg and Avocado Sandwiches (each with 2 slices of whole-wheat bread, 1 egg, 1/4 of an avocado), 2 cups of white rice, 3 dates (pitted)",,,2,False,,,x,1.0,202,38,1208,27.6,0.0,0.0
5e422fefcffadda5e4ba8c86,"3 cups of pasta with tomato sauce, 2 cups of applesauce, 1 cup of carrots (~12 baby carrots), peanut butter (2 tbsp)",,,2,False,,,x,1.0,205,33,1079,14.1,0.0,0.0
5e422fefcffadda5e4ba8c8b,"1 fillet of salmon (4 oz.), 3 cups of white rice, 2 small boxes of raisins","1 filet, 1 cup, 1 small box",,1,False,,,,1.0,201,39,1090,14.4,0.0,0.0
5e422fefcffadda5e4ba8c90,"3 cups of whole-wheat spaghetti with 1 1/2 cups of tomato sauce, 2 cups of broccoli, 2 cups of apple juice","1 cup of whole-wheat spaghetti. 1/2 cup of tomato sauce, 1 cup, 1 cup",,1,False,,,,1.0,214,33,1038,5.6,0.0,0.0
5e422fefcffadda5e4ba8c95,"1 Strawberry Banana Smoothie (1 banana, 4 strawberries, 3/4 cup of milk, ice), 4 cups of brown rice","1 cup, 1 banana, 1/2 cup of strawberries, 3/4 cup of milk, ice",,2,False,,,,1.0,219,30,1054,6.4,0.0,0.0
5e422fefcffadda5e4ba8c9a,"2 cups of grapes, 1 Banana Smoothie (2 bananas, 1 1/2 cups of milk, ice), 2 mangoes, 2 cups of plain Greek yogurt",,,2,False,x,,x,1.0,214,48,1026,0.0,0.0,0.0
5e422fefcffadda5e4ba8c9f,"1 plain bagel, 2 cups of Shredded Wheat cereal with milk, 3 cups of pretzels",,,1,False,,,x,1.0,240,50,1146,0.0,0.0,0.0
5e422fefcffadda5e4ba8ca4,"6 dates (pitted), 2  scoops of whey protein, 1 1/4 cups of craisins","1 date, 1 scoop, 1 cup",,2,False,,,,1.0,227,49,1192,9.8,0.0,0.0
5e422fefcffadda5e4ba8ca9,"3 apples with peanut butter (6 tsp), 2 cups of quinoa, 2 cups of tomato juice",,,2,False,,,x,1.0,224,45,1003,0.0,0.0,0.0
5e422fefcffadda5e4ba8cae,"1 scoop of whey protein, 2 mangoes, oatmeal with raisins (1/2 cup of plain oatmeal, 1/4 cup of raisins), 2 bottles of Gatorade (20 oz. each)",,,2,False,,,x,1.0,233,36,1041,0.0,0.0,0.0
5e422fefcffadda5e4ba8cb3,"1 Banana Tahini Sandwich (2 slices of whole-wheat bread, 1 banana, 1/2 cup cream cheese, 4 tbsp sesame butter)",,,1,False,x,,,1.0,74,28,844,37.5,0.0,0.0
5e422fefcffadda5e4ba8cb8,"2 cups of cottage cheese and 1 cup of pineapple (~7 chunks), 2 apples, 2/5 of an avocado ",,,2,False,,,,1.0,90,33,562,7.8,0.0,0.0
5e422fefcffadda5e4ba8cbd,"1 cup of plain Greek yogurt with blueberries (1/4 cup), walnuts (~12) and honey (1 tsp), 3 wedges of a watermelon ",,,2,True,,,,1.0,99,39,1050,46.7,0.0,0.0
5e422fefcffadda5e4ba8cc2,"4 slices of turkey, 2 peaches, 2 apples","4 oz cold cuts turkey breast.  2 peaches. Optional-black pepper., 1 medium apple.",,1,False,,,,1.0,94,28,492,0.4,0.0,0.0
5e422fefcffadda5e4ba8cd6,"1 plain bagel with peanut butter (1 tbsp), 1 Raspberry Yogurt Smoothie (2/3 cup of raspberries, ½ cup of plain yogurt, ice)","1 plain bagel. 1 tablespoon of peanut butter., 2/3 cup of raspberries.  1/2 cup of yogurt. 2 ice cubes.",,1,False,x,,,1.0,87,28,530,7.8,0.0,0.0
5e422fefcffadda5e4ba8cdb,"1 Raspberry Yogurt Smoothie (2 cups of raspberries, 1 ½ cups of plain yogurt, ice), 3 peaches ",,,2,False,x,,,1.0,102,33,570,3.3,0.0,0.0
5e422fefcffadda5e4ba8ce0,"6 slices of wheat toast with butter (~3 tsp), 3 cups of whole milk",,,2,False,x,,,1.0,129,42,1113,47.7,0.0,0.0
5e422fefcffadda5e4ba8b33,"1 small avocado, 1 cup of low-fat cottage cheese, 1 cup of plain oatmeal and 1/2 cup of raisins","1/2 avocado, 1 cup, 1/2 cup of oatmeal, 1/4 cup of raisins",,1,False,x,,,1.0,148,44,1003,26.1,0.0,0.0
5e422fefcffadda5e4ba8ce5,"4 cups of yogurt with granola (2 cups) and blackberries (~16), 2 tbsp of peanut butter (smooth style)",,,2,True,x,,,1.0,142,50,1218,50.0,0.0,0.0
5e422fefcffadda5e4ba8ac8,"2 cups of penne (or a similar pasta), 2 cups of sunflower seeds","1 cup, 1 cup",,1,False,,,,1.0,104,36,978,43.5,0.0,0.0
5e422fefcffadda5e4ba8b38,"3 cups of rigatoni, 1 egg (over-easy) 1 Nature Valley granola bar (or a similar granola bar)","1 cup, 2 eggs, 1 teaspoon margarine, 1 granola bar",,1,False,,,,1.0,159,41,1044,27.1,0.0,0.0
5e422fefcffadda5e4ba8cea,"1 Peach-Mango Smoothie (2 peaches, 2 mangoes, 2 cups of plain yogurt, honey, ice), 1 cup of sunflower seeds",,,1,False,,,,1.0,116,37,1186,52.7,0.0,0.0
5e422fefcffadda5e4ba8acd,"1 pork chop (3 oz.), 2 cups of white rice, ½ cup of mixed nuts","3 oz., 1 cup, 1/2 cup",,1,False,,,,1.0,102,40,972,43.2,0.0,0.0
5e422fefcffadda5e4ba8b3d,"2 Bean and Cheese Burritos, 2 bottles of Gatorade (20 oz. each), 2 cups of edamame",,,2,False,,,x,1.0,152,50,1016,23.1,0.0,0.0
5e422fefcffadda5e4ba8b42,"2 cups of penne (or a similar pasta), 2 Ham Sandwiches (each with whole wheat bread, 4 slices of ham, veggies, 1 tbsp of mustard or mayo)",,,2,False,,,x,1.0,154,48,1040,25.8,0.0,0.0
5e422fefcffadda5e4ba8b47,"1 chicken breast (~4 oz.), 1 cup of plain quinoa, 2 cups of sweet corn, 2 small boxes of raisins, 1 bottle of Gatorade (20 oz.)",,,2,False,,,x,1.0,165,50,948,9.8,0.0,0.0
5e422fefcffadda5e4ba8b4c,"1 fillet of tilapia (4 oz.) or a similar fish, 1/2 cup of orzo, 2 cups of mixed veggies with butter, 2 cups of applesauce, 1 RXBAR (or a similar protein bar)",,,2,False,,,x,1.0,168,47,997,15.2,0.0,0.0
5e422fefcffadda5e4ba8b51,"2 cups of whole-wheat spaghetti with 1 cup of tomato sauce, 1 cup of plain yogurt and 1 banana, 1 PowerBar (or a similar bar)","1 cup of whole-wheat spaghetti. 1/2 cup of tomato sauce, 1 cup of plain yogurt, 1 banana, 1 bar",,2,False,,,,1.0,175,52,965,6.3,0.0,0.0
5e422fefcffadda5e4ba8b56,"2 cups of spaghetti without sauce, 2 PowerBars (or similar energy bars)","1 bar, 1 cup",,1,False,,,,1.0,186,38,1002,11.8,0.0,0.0
5e422fefcffadda5e4ba8b5b,"2 cups of macaroni without sauce, 1 cup of edamame","1 cup, 1 cup",,1,False,,,,1.0,171,45,969,11.7,0.0,0.0
5e422fefcffadda5e4ba8cef,"1 plain bagel with peanut butter (1 tbsp), 3 cups of plain yogurt, 1 banana",,,1,False,x,,,1.0,134,46,831,12.3,0.0,0.0
5e422fefcffadda5e4ba8ad2,"1 chicken breast (~4 oz.), 2 whole-wheat bread rolls, 1 cup of mixed veggies with butter, 16 graham crackers",,,2,False,,,x,1.0,108,50,958,36.2,0.0,0.0
5e422fefcffadda5e4ba8cf4,"1 Ham, Egg and Cheese Croissant (1 croissant, 2 slices of ham, 1 cooked egg, 1 slice of cheese), 1 banana","2 slices of ham.  1 large egg.  1 croissant.  1 slice of cheese., 1 medium banana.",,1,False,x,,,1.0,55,22,512,22.7,0.0,0.0
5e422fefcffadda5e4ba8ad7,"2 cups of quinoa, 2 Egg and Avocado Sandwiches (each with 2 slices of whole-wheat bread, 1 egg, 1/4 of an avocado)","1 cup, 1 egg, 1/4 avocado, 2 slices of whole wheat toast",,1,False,,,,1.0,118,46,1046,43.3,0.0,0.0
5e422fefcffadda5e4ba8cf9,"2 slices of whole-wheat toast with 4 tsp of butter or margarine, 2 cups of 1% milk","2 slices of bread (preferably whole-wheat).
4 teaspoons of butter (or margarine)., 1 cup of 1% milk.",,1,False,x,,,1.0,72,30,758,33.7,0.0,0.0
5e422fefcffadda5e4ba8adc,"3 cups of pretzels, 6 tbsp of smooth peanut butter","1 cup, 2 tbsp",,1,False,,,,1.0,114,36,1020,45.3,0.0,0.0
5e422fefcffadda5e4ba8cfe,"2 Peanut Butter Banana Wraps (each with 1 tortilla, 1 banana and 1 tbsp of peanut butter), 1 egg",,,2,False,,,,1.0,76,26,551,15.9,0.0,0.0
5e422fefcffadda5e4ba8ae1,"2 cups of rigatoni, 1 Vegetable Omelet (4 eggs, mushrooms, onions, green peppers, tomatoes)",,,2,False,,,x,1.0,112,46,1078,47.9,0.0,0.0
5e422fefcffadda5e4ba8d03,"2 Pastrami and Swiss Cheese Sandwiches (each with 2 slices of rye bread, 3 slices of pastrami, 1 slice of Swiss cheese, and mustard), 1 banana",,,2,False,,,,1.0,82,33,544,9.3,0.0,0.0
5e422fefcffadda5e4ba8ae6,"1 cup of plain granola, 4 slices of toast (preferably whole-wheat) with 2 eggs","1 cup, 1 egg, 2 slices of whole-wheat toast",,1,False,x,,,1.0,115,46,1020,41.8,0.0,0.0
5e422fefcffadda5e4ba8d08,"1 cup of pasta with olive oil (~1 tbsp), 1 Apple and Peanut Butter Smoothie (2 chopped apples, 4 tbsp peanut butter, 2 cups of milk, ice)",,,1,False,,,,1.0,95,36,1106,49.2,0.0,0.0
5e422fefcffadda5e4ba8aeb,"2 cups of rigatoni, ½ cup of mixed nuts, 1 peanut butter granola bar (or a similar granola bar)","1 cup, 1/2 cup, 1 bar",,2,False,,,,1.0,118,33,965,40.1,0.0,0.0
5e422fefcffadda5e4ba8d0d,"1 cup of plain granola, 1 cup of plain yogurt (preferably Greek) and 1 banana","1 cup of plain granola., 1 cup yogurt (preferably Greek). 1 banana.  ",,1,True,x,,,1.0,101,41,835,29.7,0.0,0.0
5e422fefcffadda5e4ba8af0,"1 whole wheat bagel, 3 cups of carrots (~36 baby carrots) and peanut butter (6 tbsp)","1 bagel, 1 cup of carrots, 2 tbsp of peanut butter",,1,False,,,,1.0,118,38,1023,44.3,0.0,0.0
5e422fefcffadda5e4ba8d12,"1 plain bagel with cream cheese, 3 cups of 2% milk, 1 small avocado","1 plain bagel.  Cream cheese., 1 cup of 2% milk., 1 small avocado.  ",,1,False,x,,,1.0,110,40,1114,49.5,0.0,0.0
5e422fefcffadda5e4ba8d17,"4 slices of whole-wheat bread with peanut butter (~ 3 tbsp), 1/2 cup of skim milk","2 pieces of bread. 1.5 tablespoons of peanut butter., 1/2 cup of skim milk.",,1,False,x,,,1.0,115,40,1065,47.3,0.0,0.0
5e422fefcffadda5e4ba8d21,"2 turkey and tomato sandwiches (each with 2 slices of bread, 6 slices of deli-meat turkey, tomato slices and mustard or mayo), 2 cups of 1% milk, 2 cups of blueberries and peanut butter (8 tsp)",,,2,False,,,,1.0,126,48,1174,52.2,0.0,0.0
