athlete_id,name,age,gender,sport_league,sport_type,height_cm,weight_kg,body_fat_percentage,bmr_calories,activity_level,training_experience_years,competition_level,user_scenario,goals,adherence_rate,created_date
ATH000147,Tennis Amateur Athlete 147,25,M,Tennis,Power,188,59,8.7,1650.0,High,4,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000148,NBA Casual User 148,37,M,NBA,Team Sport,188,93,8.3,2036.0,Moderate,2,Club,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000149,Cricket Amateur Athlete 149,35,M,Cricket,Skill,179,75,12.7,1757.0,Very High,7,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000150,Cycling Professional 150,24,F,Cycling,Endurance,164,62,11.8,1439.0,Very High,14,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000151,NBA Fitness Enthusiast 151,40,F,NBA,Team Sport,167,111,16.2,1838.0,Moderate,4,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000152,NFL Amateur Athlete 152,23,F,NFL,Team Sport,174,111,13.9,1931.0,Very High,9,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000153,Swimming Casual User 153,29,M,Swimming,Endurance,180,60,6.2,1596.0,Moderate,6,Club,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000154,Tennis Weight Loss 154,35,F,Tennis,Power,168,71,24.3,1481.0,High,2,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000155,NBA Amateur Athlete 155,19,F,NBA,Team Sport,186,73,18.2,1608.0,Very High,4,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000156,Swimming Weight Loss 156,32,F,Swimming,Endurance,183,87,23.4,1676.0,Moderate,2,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000157,Tennis Weight Loss 157,22,F,Tennis,Power,156,90,30.5,1701.0,Moderate,2,Club,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000158,Cycling Fitness Enthusiast 158,40,M,Cycling,Endurance,180,75,5.8,1728.0,Moderate,1,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000159,Cycling Amateur Athlete 159,30,F,Cycling,Endurance,166,62,12.1,1415.0,High,4,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000160,NBA Casual User 160,19,M,NBA,Team Sport,195,99,14.6,2275.0,Moderate,6,Club,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000161,NFL Fitness Enthusiast 161,19,F,NFL,Team Sport,162,133,20.6,2138.0,High,2,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000162,Cricket Casual User 162,38,M,Cricket,Skill,185,78,12.0,1808.0,High,2,Recreational,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000163,NFL Professional 163,30,F,NFL,Team Sport,170,93,22.7,1719.0,Very High,9,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000164,Boxing Elite Athlete 164,21,F,Boxing,Power,151,73,14.1,1534.0,Very High,18,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000165,Soccer Weight Gain 165,38,M,Soccer,Endurance,181,78,7.1,1788.0,Moderate,2,Recreational,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000166,NBA Amateur Athlete 166,31,M,NBA,Team Sport,189,120,11.3,2453.0,Very High,4,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000167,Swimming Professional 167,22,F,Swimming,Endurance,159,62,18.0,1439.0,Very High,8,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000168,Swimming Elite Athlete 168,19,F,Swimming,Endurance,165,73,15.0,1570.0,Very High,17,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000169,Boxing Amateur Athlete 169,22,F,Boxing,Power,155,67,14.3,1480.0,Very High,10,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000170,Tennis Professional 170,19,F,Tennis,Power,154,68,14.5,1501.0,Very High,9,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000171,Boxing Fitness Enthusiast 171,31,F,Boxing,Power,171,65,14.3,1448.0,High,5,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000172,Cycling Amateur Athlete 172,25,F,Cycling,Endurance,170,56,12.3,1388.0,High,5,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000173,Boxing Fitness Enthusiast 173,36,M,Boxing,Power,173,70,10.8,1651.0,Moderate,3,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000174,NBA Amateur Athlete 174,33,M,NBA,Team Sport,194,94,10.2,2107.0,High,3,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000175,NFL Amateur Athlete 175,28,F,NFL,Team Sport,170,114,21.1,1929.0,High,7,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000176,Soccer Amateur Athlete 176,18,M,Soccer,Endurance,176,80,6.1,1926.0,High,8,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000177,Boxing Weight Gain 177,30,M,Boxing,Power,165,79,5.8,1776.0,Moderate,2,Club,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000178,Swimming Fitness Enthusiast 178,23,M,Swimming,Endurance,192,64,9.3,1752.0,High,6,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000179,Soccer Elite Athlete 179,30,F,Soccer,Endurance,161,64,14.6,1425.0,Very High,15,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000180,Cycling Elite Athlete 180,19,F,Cycling,Endurance,161,63,11.7,1467.0,Very High,8,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000181,Tennis Elite Athlete 181,37,M,Tennis,Power,175,77,12.3,1751.0,Very High,13,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000182,Boxing Elite Athlete 182,30,F,Boxing,Power,158,51,13.9,1295.0,Very High,16,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000183,NBA Amateur Athlete 183,39,M,NBA,Team Sport,219,95,9.6,2205.0,Very High,4,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000184,Cricket Amateur Athlete 184,33,M,Cricket,Skill,175,70,11.3,1682.0,High,3,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000185,NFL Weight Gain 185,38,M,NFL,Team Sport,208,108,7.8,2336.0,Moderate,5,Recreational,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000186,Cricket Amateur Athlete 186,32,F,Cricket,Skill,170,68,16.5,1470.0,Very High,10,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000187,Cycling Professional 187,27,M,Cycling,Endurance,184,60,5.8,1630.0,Very High,13,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000188,Swimming Amateur Athlete 188,31,M,Swimming,Endurance,195,89,7.2,2057.0,High,4,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000189,Boxing Casual User 189,19,F,Boxing,Power,158,48,15.2,1318.0,Moderate,4,Recreational,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000190,Tennis Amateur Athlete 190,25,F,Tennis,Power,160,62,18.2,1427.0,Very High,10,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000191,NBA Professional 191,22,F,NBA,Team Sport,195,85,13.7,1726.0,Very High,10,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000192,Swimming Casual User 192,27,F,Swimming,Endurance,180,63,11.1,1464.0,High,6,Recreational,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000193,Boxing Elite Athlete 193,38,M,Boxing,Power,186,66,7.1,1648.0,Very High,13,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000194,Boxing Elite Athlete 194,34,F,Boxing,Power,174,71,16.0,1497.0,Very High,12,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000195,Tennis Casual User 195,22,F,Tennis,Power,176,56,18.9,1413.0,High,1,Recreational,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000196,Cycling Fitness Enthusiast 196,29,M,Cycling,Endurance,171,74,5.4,1744.0,High,2,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000197,Swimming Professional 197,35,M,Swimming,Endurance,180,85,10.6,1900.0,Very High,12,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000198,Tennis Professional 198,38,M,Tennis,Power,182,59,10.7,1532.0,Very High,15,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000199,Soccer Amateur Athlete 199,19,M,Soccer,Endurance,181,63,11.4,1710.0,High,4,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000200,Cricket Weight Loss 200,19,F,Cricket,Skill,167,82,33.7,1659.0,High,4,Club,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000201,Swimming Professional 201,22,M,Swimming,Endurance,177,68,8.3,1739.0,Very High,8,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000202,Soccer Amateur Athlete 202,30,M,Soccer,Endurance,182,74,10.8,1792.0,High,5,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000203,Cycling Professional 203,23,F,Cycling,Endurance,166,60,13.6,1428.0,Very High,8,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000204,Cricket Professional 204,20,M,Cricket,Skill,174,67,15.0,1723.0,Very High,13,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000205,Boxing Fitness Enthusiast 205,21,F,Boxing,Power,161,66,12.2,1486.0,Moderate,6,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000206,Boxing Amateur Athlete 206,35,M,Boxing,Power,165,87,8.4,1852.0,High,5,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000207,NFL Weight Gain 207,28,F,NFL,Team Sport,175,78,18.1,1594.0,High,6,Recreational,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000208,NFL Fitness Enthusiast 208,22,F,NFL,Team Sport,165,93,18.6,1747.0,High,3,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000209,Cricket Amateur Athlete 209,28,F,Cricket,Skill,156,76,17.4,1540.0,High,3,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000210,Swimming Weight Loss 210,22,M,Swimming,Endurance,187,111,21.6,2380.0,Moderate,3,Club,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000211,Swimming Professional 211,25,M,Swimming,Endurance,175,64,10.9,1653.0,Very High,16,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000212,Cycling Amateur Athlete 212,36,M,Cycling,Endurance,185,72,6.9,1739.0,High,5,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000213,NBA Elite Athlete 213,34,F,NBA,Team Sport,176,82,14.0,1606.0,Very High,16,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000214,Soccer Weight Loss 214,22,M,Soccer,Endurance,183,85,24.9,2002.0,High,5,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000215,NBA Professional 215,21,M,NBA,Team Sport,214,88,13.6,2205.0,Very High,13,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000216,NFL Amateur Athlete 216,18,M,NFL,Team Sport,199,156,10.0,3086.0,Very High,10,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000217,Tennis Professional 217,30,M,Tennis,Power,191,75,9.4,1851.0,Very High,13,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000218,NBA Fitness Enthusiast 218,29,F,NBA,Team Sport,180,89,16.9,1704.0,Moderate,3,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000219,NFL Weight Loss 219,33,M,NFL,Team Sport,198,111,17.6,2361.0,Moderate,6,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000220,NBA Casual User 220,39,M,NBA,Team Sport,212,96,7.5,2184.0,High,5,Recreational,casual_user,"[""general_health""]",0.45,2022-01-01
ATH000221,Cricket Amateur Athlete 221,32,F,Cricket,Skill,172,74,19.6,1531.0,High,10,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000222,Boxing Elite Athlete 222,24,M,Boxing,Power,168,90,10.7,1983.0,Very High,11,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000223,Soccer Fitness Enthusiast 223,29,F,Soccer,Endurance,154,59,19.3,1369.0,Moderate,1,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000224,Cycling Amateur Athlete 224,36,F,Cycling,Endurance,160,63,15.0,1385.0,High,9,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000225,Boxing Weight Loss 225,38,F,Boxing,Power,161,60,26.6,1349.0,Moderate,4,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000226,Soccer Elite Athlete 226,35,F,Soccer,Endurance,155,58,17.7,1333.0,Very High,17,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000227,Boxing Weight Loss 227,33,M,Boxing,Power,166,95,19.4,1981.0,Moderate,2,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000228,Swimming Amateur Athlete 228,39,M,Swimming,Endurance,195,89,11.8,2003.0,High,5,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000229,NFL Professional 229,40,M,NFL,Team Sport,185,106,16.4,2180.0,Very High,16,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000230,NFL Fitness Enthusiast 230,33,M,NFL,Team Sport,209,127,16.4,2636.0,High,6,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000231,Soccer Professional 231,34,F,Soccer,Endurance,155,68,17.5,1433.0,Very High,16,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000232,Cycling Weight Gain 232,37,M,Cycling,Endurance,182,65,3.6,1621.0,High,1,Recreational,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000233,NBA Fitness Enthusiast 233,37,M,NBA,Team Sport,215,111,6.5,2419.0,Moderate,4,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000234,Swimming Weight Loss 234,35,F,Swimming,Endurance,175,71,28.4,1494.0,High,2,Club,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000235,NBA Elite Athlete 235,35,F,NBA,Team Sport,193,114,20.1,1939.0,Very High,8,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000236,Tennis Professional 236,32,M,Tennis,Power,165,70,13.7,1638.0,Very High,16,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000237,Cricket Weight Loss 237,24,M,Cricket,Skill,170,94,18.9,2048.0,High,1,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000238,NBA Professional 238,39,F,NBA,Team Sport,178,90,15.4,1663.0,Very High,17,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000239,Swimming Amateur Athlete 239,22,M,Swimming,Endurance,199,62,12.0,1766.0,High,4,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000240,Soccer Amateur Athlete 240,30,F,Soccer,Endurance,155,55,16.7,1328.0,Very High,5,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000241,Boxing Amateur Athlete 241,31,M,Boxing,Power,166,89,9.6,1912.0,Very High,6,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000242,NBA Elite Athlete 242,32,M,NBA,Team Sport,181,117,12.2,2365.0,Very High,9,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000243,NBA Professional 243,18,M,NBA,Team Sport,220,92,12.5,2311.0,Very High,13,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000244,NFL Elite Athlete 244,34,F,NFL,Team Sport,171,79,17.4,1568.0,Very High,8,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000245,NBA Amateur Athlete 245,33,M,NBA,Team Sport,198,84,11.2,1989.0,High,7,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000246,Tennis Elite Athlete 246,37,M,Tennis,Power,170,69,13.7,1616.0,Very High,16,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000247,Cycling Elite Athlete 247,28,M,Cycling,Endurance,174,61,5.3,1587.0,Very High,17,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000248,NBA Weight Loss 248,40,M,NBA,Team Sport,205,141,17.1,2761.0,High,4,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000249,Tennis Fitness Enthusiast 249,18,M,Tennis,Power,165,57,7.4,1554.0,Moderate,6,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000250,NFL Amateur Athlete 250,35,F,NFL,Team Sport,192,118,15.9,1975.0,Very High,6,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000251,NBA Weight Loss 251,25,F,NBA,Team Sport,176,115,31.6,1964.0,Moderate,3,Club,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000252,Soccer Amateur Athlete 252,30,F,Soccer,Endurance,162,52,17.5,1312.0,High,4,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000253,Boxing Amateur Athlete 253,40,M,Boxing,Power,188,78,11.4,1810.0,Very High,9,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000254,Boxing Weight Gain 254,24,M,Boxing,Power,182,83,3.2,1956.0,High,2,Club,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000255,Swimming Amateur Athlete 255,36,M,Swimming,Endurance,189,84,7.4,1924.0,High,3,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000256,Tennis Fitness Enthusiast 256,19,F,Tennis,Power,156,62,14.4,1448.0,High,6,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000257,NFL Professional 257,26,F,NFL,Team Sport,162,107,14.7,1856.0,Very High,16,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000258,Cycling Professional 258,34,M,Cycling,Endurance,182,69,6.1,1696.0,Very High,15,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000259,NBA Amateur Athlete 259,21,M,NBA,Team Sport,197,115,14.0,2492.0,High,8,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000260,Soccer Amateur Athlete 260,24,M,Soccer,Endurance,180,70,6.5,1768.0,Very High,7,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000261,NFL Professional 261,25,M,NFL,Team Sport,199,138,10.3,2791.0,Very High,12,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000262,Boxing Professional 262,30,M,Boxing,Power,182,55,9.5,1531.0,Very High,17,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000263,Soccer Professional 263,31,F,Soccer,Endurance,168,66,13.9,1452.0,Very High,14,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000264,NBA Professional 264,30,M,NBA,Team Sport,220,95,8.7,2271.0,Very High,9,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000265,Cycling Weight Loss 265,28,F,Cycling,Endurance,161,86,28.6,1644.0,Moderate,4,Recreational,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000266,Cricket Fitness Enthusiast 266,35,M,Cricket,Skill,176,84,11.3,1866.0,Moderate,6,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000267,Tennis Fitness Enthusiast 267,24,M,Tennis,Power,193,70,12.9,1833.0,High,2,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000268,Cycling Amateur Athlete 268,37,M,Cycling,Endurance,181,71,6.0,1698.0,High,7,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000269,Swimming Fitness Enthusiast 269,35,M,Swimming,Endurance,189,68,11.5,1711.0,Moderate,2,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000270,Tennis Weight Loss 270,24,M,Tennis,Power,166,77,23.9,1794.0,High,5,Club,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000271,NFL Professional 271,21,F,NFL,Team Sport,168,91,18.6,1738.0,Very High,18,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000272,Cricket Fitness Enthusiast 272,25,M,Cricket,Skill,184,69,14.1,1767.0,High,6,Club,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000273,NFL Elite Athlete 273,24,M,NFL,Team Sport,208,93,17.4,2224.0,Very High,18,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000274,Cycling Elite Athlete 274,34,F,Cycling,Endurance,163,67,13.8,1438.0,Very High,11,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000275,Boxing Elite Athlete 275,29,F,Boxing,Power,157,58,14.4,1365.0,Very High,15,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000276,Tennis Weight Gain 276,27,F,Tennis,Power,161,37,16.8,1180.0,Moderate,2,Recreational,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000277,Swimming Amateur Athlete 277,25,M,Swimming,Endurance,193,86,9.1,2046.0,High,10,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000278,Cycling Weight Loss 278,18,M,Cycling,Endurance,177,90,16.3,2068.0,High,4,Club,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000279,NBA Amateur Athlete 279,20,F,NBA,Team Sport,174,111,16.8,1945.0,Very High,6,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000280,Soccer Weight Gain 280,38,M,Soccer,Endurance,165,63,6.2,1502.0,High,1,Club,weight_gain,"[""weight_gain"", ""muscle_gain""]",0.7,2022-01-01
ATH000281,Cycling Elite Athlete 281,39,M,Cycling,Endurance,179,64,7.5,1579.0,Very High,15,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000282,Cycling Elite Athlete 282,34,M,Cycling,Endurance,173,63,6.0,1569.0,Very High,13,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000283,Boxing Amateur Athlete 283,26,M,Boxing,Power,165,85,11.9,1885.0,High,10,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000284,Soccer Professional 284,28,F,Soccer,Endurance,151,63,13.3,1406.0,Very High,12,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000285,NFL Fitness Enthusiast 285,34,F,NFL,Team Sport,185,124,18.2,2024.0,Moderate,2,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000286,Cycling Weight Loss 286,18,M,Cycling,Endurance,180,86,23.2,2028.0,High,3,Club,weight_loss,"[""weight_loss"", ""body_composition""]",0.6,2022-01-01
ATH000287,Cricket Professional 287,33,M,Cricket,Skill,177,81,12.5,1843.0,Very High,12,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000288,Cricket Amateur Athlete 288,21,F,Cricket,Skill,171,56,19.8,1409.0,High,5,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000289,Cycling Amateur Athlete 289,36,F,Cycling,Endurance,166,54,13.6,1310.0,Very High,10,Regional,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000290,Cricket Fitness Enthusiast 290,36,M,Cricket,Skill,184,90,10.8,1982.0,High,3,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000291,Boxing Amateur Athlete 291,31,F,Boxing,Power,157,62,14.8,1393.0,Very High,7,National,amateur_athlete,"[""endurance_improvement"", ""strength_improvement""]",0.75,2022-01-01
ATH000292,NFL Professional 292,24,M,NFL,Team Sport,188,144,14.7,2825.0,Very High,8,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
ATH000293,Swimming Elite Athlete 293,28,F,Swimming,Endurance,156,51,16.7,1300.0,Very High,13,Elite,elite_athlete,"[""performance_optimization"", ""recovery_enhancement""]",0.9,2022-01-01
ATH000294,Soccer Fitness Enthusiast 294,20,F,Soccer,Endurance,155,68,15.5,1499.0,High,5,Recreational,fitness_enthusiast,"[""general_health"", ""body_composition""]",0.65,2022-01-01
ATH000295,NFL Professional 295,29,M,NFL,Team Sport,181,85,13.7,1945.0,Very High,10,Professional,professional,"[""performance_optimization"", ""muscle_gain""]",0.85,2022-01-01
