record_id,athlete_id,date,device_type,daily_steps,active_minutes,calories_burned_device,avg_heart_rate,max_heart_rate,resting_heart_rate,sleep_hours,sleep_quality_score,stress_score,recovery_score,is_training_day,user_scenario
WEAR00002235,ATH000056,2023-10-27,Fitbit,9885,243,7966,160,178,69,8.0,91.2,38,78,True,elite_athlete
WEAR00002236,ATH000056,2024-05-08,Garmin,8902,176,2050,123,143,56,8.8,83.3,33,81,True,elite_athlete
WEAR00002237,ATH000056,2024-04-09,Fitbit,9705,164,3141,142,165,60,8.3,75.1,23,70,True,elite_athlete
WEAR00002238,ATH000056,2024-03-17,Fitbit,14598,163,3059,151,163,53,7.1,78.7,31,71,True,elite_athlete
WEAR00002239,ATH000056,2023-01-24,Whoop,12571,211,3257,138,147,45,7.1,76.7,38,80,True,elite_athlete
WEAR00002240,ATH000056,2024-05-27,Apple Watch,8127,169,2256,135,148,71,9.0,83.1,45,63,True,elite_athlete
WEAR00002241,ATH000057,2022-04-22,Apple Watch,12675,164,1672,133,146,74,8.9,81.3,54,61,True,elite_athlete
WEAR00002242,ATH000057,2022-02-19,Garmin,13103,139,2031,139,159,62,8.7,80.8,45,79,True,elite_athlete
WEAR00002243,ATH000057,2024-12-24,Apple Watch,14936,174,2107,143,159,59,8.3,91.4,53,69,True,elite_athlete
WEAR00002244,ATH000057,2023-09-20,Fitbit,11807,128,1905,155,163,64,7.6,90.6,35,68,True,elite_athlete
WEAR00002245,ATH000057,2023-12-11,Whoop,14287,148,2000,138,164,48,7.8,92.8,25,61,True,elite_athlete
WEAR00002246,ATH000057,2023-04-02,Fitbit,13189,179,1858,147,156,74,8.2,77.6,55,84,True,elite_athlete
WEAR00002247,ATH000057,2022-06-16,Apple Watch,14065,167,1548,125,138,49,8.7,74.7,32,78,True,elite_athlete
WEAR00002248,ATH000057,2023-04-01,Whoop,12751,272,3467,145,157,62,7.6,82.5,58,81,True,elite_athlete
WEAR00002249,ATH000057,2024-09-09,Fitbit,14403,275,3372,148,160,59,8.6,92.8,29,83,True,elite_athlete
WEAR00002250,ATH000057,2024-11-14,Garmin,9030,160,1329,119,140,48,7.5,79.6,36,73,True,elite_athlete
WEAR00002251,ATH000057,2023-07-12,Garmin,14497,154,2921,142,158,66,9.0,92.1,20,80,True,elite_athlete
WEAR00002252,ATH000057,2023-11-01,Whoop,8786,152,1595,145,159,62,8.5,84.7,54,64,True,elite_athlete
WEAR00002253,ATH000057,2022-07-08,Apple Watch,12141,157,1397,119,140,68,9.0,71.7,32,63,True,elite_athlete
WEAR00002254,ATH000057,2022-04-12,Apple Watch,9213,159,1876,123,139,51,8.0,89.7,21,69,True,elite_athlete
WEAR00002255,ATH000057,2023-07-01,Whoop,10919,123,1583,148,163,48,7.1,90.8,47,70,True,elite_athlete
WEAR00002256,ATH000057,2022-12-01,Fitbit,14693,215,3255,139,155,64,9.0,83.4,25,74,True,elite_athlete
WEAR00002257,ATH000057,2024-01-03,Whoop,8213,170,1657,119,143,47,7.9,82.4,53,62,True,elite_athlete
WEAR00002258,ATH000057,2024-07-26,Whoop,12657,109,1252,127,138,50,7.3,87.1,23,67,True,elite_athlete
WEAR00002259,ATH000057,2022-12-29,Apple Watch,11425,182,1854,121,141,63,7.4,76.7,59,81,True,elite_athlete
WEAR00002260,ATH000057,2023-12-15,Apple Watch,8133,250,2950,151,159,48,8.3,70.6,29,67,True,elite_athlete
WEAR00002261,ATH000057,2022-01-25,Garmin,14348,124,1300,124,145,71,7.5,92.1,42,81,True,elite_athlete
WEAR00002262,ATH000057,2023-03-17,Fitbit,14728,166,1329,132,144,46,8.8,75.5,55,69,True,elite_athlete
WEAR00002263,ATH000057,2022-05-27,Apple Watch,14670,228,2876,145,155,63,8.1,93.3,39,60,True,elite_athlete
WEAR00002264,ATH000057,2023-05-16,Fitbit,12542,117,1555,152,160,75,8.6,87.0,27,69,True,elite_athlete
WEAR00002265,ATH000057,2022-12-28,Garmin,14838,218,3966,163,177,66,9.0,81.2,30,65,True,elite_athlete
WEAR00002266,ATH000057,2024-07-01,Whoop,10205,188,1652,127,142,59,8.1,92.2,54,81,True,elite_athlete
WEAR00002267,ATH000057,2024-09-07,Garmin,10554,162,1525,147,156,56,8.6,74.0,26,77,True,elite_athlete
WEAR00002268,ATH000057,2024-04-21,Garmin,9700,186,2462,138,159,55,7.3,79.0,44,68,True,elite_athlete
WEAR00002269,ATH000057,2023-09-18,Garmin,13398,157,1311,133,145,54,8.1,83.8,56,85,True,elite_athlete
WEAR00002270,ATH000057,2023-11-14,Whoop,12965,249,3233,148,163,68,7.5,89.7,22,80,True,elite_athlete
WEAR00002271,ATH000057,2022-05-09,Apple Watch,12876,130,1566,145,160,69,7.4,84.6,54,65,True,elite_athlete
WEAR00002272,ATH000057,2022-01-31,Whoop,9580,248,4437,169,177,52,8.0,89.9,27,72,True,elite_athlete
WEAR00002273,ATH000057,2024-03-05,Garmin,13237,157,2088,144,157,72,8.9,84.7,40,68,True,elite_athlete
WEAR00002274,ATH000057,2023-04-19,Whoop,8492,225,2414,136,138,64,7.5,84.8,25,80,True,elite_athlete
WEAR00002275,ATH000057,2024-06-09,Apple Watch,14575,204,1932,123,143,48,7.3,78.2,51,68,True,elite_athlete
WEAR00002276,ATH000057,2022-07-25,Fitbit,10213,232,4000,170,174,61,7.3,76.1,44,64,True,elite_athlete
WEAR00002277,ATH000057,2024-11-29,Garmin,12200,243,3915,145,159,49,8.8,86.8,30,69,True,elite_athlete
WEAR00002278,ATH000057,2024-05-10,Fitbit,11484,238,3482,153,161,69,7.4,75.3,21,63,True,elite_athlete
WEAR00002279,ATH000057,2024-11-16,Garmin,12548,171,1704,127,143,49,8.4,73.5,55,77,True,elite_athlete
WEAR00002280,ATH000057,2024-02-23,Whoop,12051,119,1414,120,141,63,7.8,75.4,54,71,True,elite_athlete
WEAR00002281,ATH000058,2023-06-16,Garmin,10661,192,5129,162,180,55,8.5,94.3,39,63,True,professional
WEAR00002282,ATH000058,2024-07-05,Whoop,11711,78,823,97,122,71,7.5,80.7,23,72,True,professional
WEAR00002283,ATH000058,2022-04-16,Apple Watch,9753,207,2750,125,142,68,7.0,75.1,45,73,True,professional
WEAR00002284,ATH000058,2024-05-13,Apple Watch,13893,142,1618,129,147,54,7.4,88.7,49,66,True,professional
WEAR00002285,ATH000058,2022-04-12,Garmin,8586,102,655,105,127,49,7.4,93.9,45,84,True,professional
WEAR00002286,ATH000058,2023-09-04,Apple Watch,11887,163,2745,151,163,59,7.0,82.7,32,76,True,professional
WEAR00002287,ATH000058,2023-08-18,Fitbit,12089,193,2921,156,163,54,9.0,93.6,59,70,True,professional
WEAR00002288,ATH000058,2024-09-22,Garmin,10951,119,859,113,122,49,8.4,83.2,48,65,True,professional
WEAR00002289,ATH000058,2023-10-29,Garmin,13446,251,3371,143,159,47,8.2,84.9,53,72,True,professional
WEAR00002290,ATH000058,2024-01-21,Fitbit,11381,220,2274,121,141,48,7.3,85.0,54,79,True,professional
WEAR00002291,ATH000058,2022-10-10,Apple Watch,10487,77,597,110,122,49,7.2,74.2,29,73,True,professional
WEAR00002292,ATH000058,2024-08-18,Garmin,12244,84,818,109,128,50,8.4,86.8,35,66,True,professional
WEAR00002293,ATH000058,2024-05-09,Apple Watch,8480,101,911,109,124,55,7.6,83.5,39,85,True,professional
WEAR00002294,ATH000058,2023-07-24,Whoop,12727,176,2991,126,146,72,7.3,91.2,30,72,True,professional
WEAR00002295,ATH000058,2023-12-31,Garmin,10534,210,3502,140,165,70,8.1,71.3,32,81,True,professional
WEAR00002296,ATH000058,2024-01-14,Fitbit,14695,161,2528,140,161,46,8.2,76.9,42,78,True,professional
WEAR00002297,ATH000058,2022-12-29,Whoop,12178,166,2669,140,158,48,8.8,80.9,56,78,True,professional
WEAR00002298,ATH000058,2022-01-08,Apple Watch,11023,180,2340,154,159,47,8.7,81.6,40,76,True,professional
WEAR00002299,ATH000058,2022-06-18,Apple Watch,12785,112,2000,145,160,64,7.0,90.9,51,84,True,professional
WEAR00002300,ATH000058,2022-02-28,Apple Watch,13027,141,1091,120,129,54,8.0,75.3,43,84,True,professional
WEAR00002301,ATH000058,2023-09-01,Whoop,9607,261,3896,158,158,55,7.1,92.9,36,70,True,professional
WEAR00002302,ATH000058,2023-06-11,Apple Watch,10900,200,3502,143,162,69,7.8,73.6,60,62,True,professional
WEAR00002303,ATH000058,2024-07-12,Fitbit,8187,121,742,96,121,54,8.1,87.0,47,82,True,professional
WEAR00002304,ATH000058,2022-04-20,Whoop,10502,146,2046,140,165,47,7.2,94.2,25,74,True,professional
WEAR00002305,ATH000058,2024-04-24,Fitbit,14942,195,3813,172,181,53,7.7,89.2,60,61,True,professional
WEAR00002306,ATH000058,2022-05-19,Garmin,9474,103,895,103,128,73,8.0,80.3,37,79,True,professional
WEAR00002307,ATH000058,2022-11-09,Whoop,9555,133,2106,146,162,73,8.5,74.9,49,75,True,professional
WEAR00002308,ATH000058,2024-02-14,Garmin,14172,261,5486,174,181,72,7.7,71.8,32,80,True,professional
WEAR00002309,ATH000058,2024-07-04,Apple Watch,8190,152,1206,93,129,52,8.5,80.4,47,60,True,professional
WEAR00002310,ATH000058,2022-09-28,Apple Watch,10045,124,1981,149,159,56,7.4,77.8,30,67,True,professional
WEAR00002311,ATH000058,2022-11-26,Fitbit,13877,127,1618,136,143,55,7.5,72.7,57,63,True,professional
WEAR00002312,ATH000058,2024-10-25,Whoop,9436,198,5153,170,181,54,8.0,76.8,36,67,True,professional
WEAR00002313,ATH000058,2024-06-02,Fitbit,14937,168,1626,126,143,56,8.4,75.8,30,67,True,professional
WEAR00002314,ATH000058,2024-11-02,Apple Watch,8959,126,1022,116,126,63,7.1,79.1,25,75,True,professional
WEAR00002315,ATH000058,2023-04-05,Apple Watch,13556,141,2101,133,146,46,7.0,71.5,24,84,True,professional
WEAR00002316,ATH000058,2024-03-01,Whoop,11555,172,1955,153,167,59,8.1,79.1,33,74,True,professional
WEAR00002317,ATH000058,2024-03-17,Apple Watch,11156,280,5515,164,180,56,7.8,93.6,35,72,True,professional
WEAR00002318,ATH000058,2023-12-07,Fitbit,12579,221,3668,143,163,68,8.2,88.1,51,83,True,professional
WEAR00002319,ATH000058,2022-11-07,Whoop,11462,140,1674,136,143,64,7.7,87.7,40,68,True,professional
WEAR00002320,ATH000058,2023-03-12,Apple Watch,11483,156,1851,121,148,65,7.1,74.2,24,63,True,professional
WEAR00002321,ATH000059,2024-08-21,Fitbit,13534,122,1893,149,164,58,8.4,94.3,25,75,True,fitness_enthusiast
WEAR00002322,ATH000059,2024-05-14,Apple Watch,9325,166,2894,157,163,75,7.8,92.0,57,83,True,fitness_enthusiast
WEAR00002323,ATH000059,2022-09-13,Apple Watch,14878,111,1815,162,165,58,7.6,81.1,56,80,True,fitness_enthusiast
WEAR00002324,ATH000059,2023-05-28,Apple Watch,12440,155,2643,158,171,72,8.2,72.0,23,77,True,fitness_enthusiast
WEAR00002325,ATH000059,2022-11-10,Apple Watch,11657,239,4617,165,184,63,9.0,83.0,24,66,True,fitness_enthusiast
WEAR00002326,ATH000059,2023-07-12,Whoop,12896,121,1981,159,172,67,8.4,85.9,59,70,True,fitness_enthusiast
WEAR00002327,ATH000059,2022-03-22,Whoop,9986,186,2162,140,145,48,8.9,91.2,54,83,True,fitness_enthusiast
WEAR00002328,ATH000059,2023-01-19,Apple Watch,12496,210,3404,149,166,47,8.6,81.7,35,60,True,fitness_enthusiast
WEAR00002329,ATH000059,2024-11-05,Garmin,11148,175,2496,162,166,57,7.8,83.1,27,81,True,fitness_enthusiast
WEAR00002330,ATH000059,2022-06-14,Whoop,11092,100,1211,129,149,63,7.3,95.0,24,81,True,fitness_enthusiast
WEAR00002331,ATH000059,2024-06-06,Garmin,14135,147,2445,141,146,68,9.0,94.6,44,76,True,fitness_enthusiast
WEAR00002332,ATH000059,2024-02-29,Whoop,11089,153,1796,136,145,63,8.9,79.2,40,84,True,fitness_enthusiast
WEAR00002333,ATH000059,2023-06-11,Fitbit,9168,177,2687,151,167,60,8.1,86.5,35,64,True,fitness_enthusiast
WEAR00002334,ATH000059,2023-02-04,Whoop,10638,217,5448,182,186,65,7.1,71.0,49,76,True,fitness_enthusiast
WEAR00002335,ATH000059,2022-04-20,Fitbit,11459,216,5194,148,171,68,8.9,88.7,47,71,True,fitness_enthusiast
WEAR00002336,ATH000059,2024-09-07,Whoop,9981,122,1672,131,144,49,7.9,90.4,29,67,True,fitness_enthusiast
WEAR00002337,ATH000059,2024-09-13,Fitbit,11179,199,3369,159,167,73,8.0,70.4,33,62,True,fitness_enthusiast
WEAR00002338,ATH000059,2024-02-14,Fitbit,10422,243,5336,175,187,49,8.1,85.1,47,63,True,fitness_enthusiast
WEAR00002339,ATH000059,2022-08-30,Apple Watch,13772,175,2737,146,168,58,8.8,83.6,57,70,True,fitness_enthusiast
WEAR00002340,ATH000059,2022-01-18,Garmin,14059,166,1970,142,147,67,8.9,72.6,24,73,True,fitness_enthusiast
WEAR00002341,ATH000059,2024-07-28,Fitbit,12618,194,3345,157,166,74,8.4,76.6,44,67,True,fitness_enthusiast
WEAR00002342,ATH000059,2024-11-27,Whoop,13486,118,2158,162,169,68,9.0,80.8,46,71,True,fitness_enthusiast
WEAR00002343,ATH000059,2023-04-06,Fitbit,9821,121,1981,141,149,55,8.9,92.8,34,67,True,fitness_enthusiast
WEAR00002344,ATH000059,2022-02-24,Whoop,12981,183,2290,156,167,60,8.1,89.1,49,63,True,fitness_enthusiast
WEAR00002345,ATH000059,2024-08-06,Fitbit,14782,193,2822,161,167,56,7.0,86.0,55,71,True,fitness_enthusiast
WEAR00002346,ATH000059,2022-08-12,Whoop,12100,98,1799,162,163,54,8.1,80.9,23,60,True,fitness_enthusiast
WEAR00002347,ATH000059,2024-12-11,Whoop,12701,149,1691,125,148,66,7.2,71.9,30,62,True,fitness_enthusiast
WEAR00002348,ATH000059,2024-10-18,Fitbit,10041,201,2005,126,153,63,7.6,77.8,43,83,True,fitness_enthusiast
WEAR00002349,ATH000059,2022-11-25,Apple Watch,8433,173,1614,139,153,66,8.5,79.5,34,82,True,fitness_enthusiast
WEAR00002350,ATH000059,2022-08-20,Fitbit,13868,259,4974,160,165,45,8.8,83.3,41,68,True,fitness_enthusiast
WEAR00002351,ATH000059,2023-02-10,Fitbit,14975,129,1490,125,144,66,7.3,70.7,44,78,True,fitness_enthusiast
WEAR00002352,ATH000059,2022-05-16,Fitbit,12566,198,3713,167,185,54,7.2,92.5,55,80,True,fitness_enthusiast
WEAR00002353,ATH000059,2023-04-05,Garmin,9314,138,2573,151,171,62,8.7,93.7,52,84,True,fitness_enthusiast
WEAR00002354,ATH000059,2024-07-18,Garmin,12391,137,2015,128,150,62,7.9,71.3,48,72,True,fitness_enthusiast
WEAR00002355,ATH000059,2023-08-25,Apple Watch,8259,134,1894,132,152,67,8.4,79.2,50,76,True,fitness_enthusiast
WEAR00002356,ATH000059,2023-02-09,Whoop,11171,142,2084,125,146,56,7.3,91.8,49,84,True,fitness_enthusiast
WEAR00002357,ATH000059,2023-12-07,Garmin,8285,120,1890,151,164,75,8.9,94.6,46,79,True,fitness_enthusiast
WEAR00002358,ATH000059,2022-04-11,Fitbit,12591,205,3022,144,170,67,8.4,80.9,25,63,True,fitness_enthusiast
WEAR00002359,ATH000059,2022-08-16,Fitbit,14338,126,1497,137,145,65,8.8,79.3,26,77,True,fitness_enthusiast
WEAR00002360,ATH000059,2022-06-22,Garmin,9957,223,4140,180,186,57,8.7,75.8,37,79,True,fitness_enthusiast
WEAR00002361,ATH000060,2022-02-09,Whoop,6196,55,1263,156,163,65,7.7,91.7,23,83,True,casual_user
WEAR00002362,ATH000060,2024-07-03,Garmin,10024,71,1593,178,181,73,7.0,88.1,51,71,True,casual_user
WEAR00002363,ATH000060,2022-06-28,Garmin,8316,70,1409,143,164,62,7.4,83.4,28,73,True,casual_user
WEAR00002364,ATH000060,2023-11-22,Fitbit,6749,54,978,155,167,50,7.9,72.2,32,80,True,casual_user
WEAR00002365,ATH000060,2022-03-01,Whoop,9246,63,948,152,162,72,7.4,85.7,50,73,True,casual_user
WEAR00002366,ATH000060,2023-06-19,Whoop,6963,62,909,124,149,48,7.5,81.6,26,70,True,casual_user
WEAR00002367,ATH000060,2023-01-10,Garmin,7258,76,1422,175,181,49,8.6,72.1,31,68,True,casual_user
WEAR00002368,ATH000060,2022-06-13,Fitbit,10314,104,2266,164,183,71,7.1,83.0,60,77,True,casual_user
WEAR00002369,ATH000060,2024-03-31,Whoop,6549,70,1099,142,159,68,7.7,81.7,60,62,True,casual_user
WEAR00002370,ATH000060,2023-07-06,Apple Watch,5847,99,1868,176,183,65,7.1,86.4,28,64,True,casual_user
WEAR00002371,ATH000060,2023-05-12,Garmin,7415,105,1579,171,179,72,8.0,74.0,48,60,True,casual_user
WEAR00002372,ATH000060,2023-01-09,Fitbit,9907,61,889,141,162,68,7.3,89.5,27,68,True,casual_user
WEAR00002373,ATH000060,2024-01-21,Garmin,7781,98,1675,166,182,68,8.7,72.7,28,61,True,casual_user
WEAR00002374,ATH000060,2022-11-18,Fitbit,7272,77,805,129,145,53,7.9,75.1,32,68,True,casual_user
WEAR00002375,ATH000060,2023-09-21,Apple Watch,5614,81,1063,139,148,72,7.2,84.3,24,81,True,casual_user
WEAR00002376,ATH000060,2024-02-17,Fitbit,8729,102,1596,164,182,57,8.2,92.6,26,73,True,casual_user
WEAR00002377,ATH000060,2023-04-11,Garmin,9990,70,1259,149,162,61,7.3,76.7,42,69,True,casual_user
WEAR00002378,ATH000060,2022-05-21,Apple Watch,6550,81,1261,151,167,60,7.5,87.4,34,61,True,casual_user
WEAR00002379,ATH000060,2024-01-26,Whoop,9017,69,1292,142,160,61,8.1,94.4,20,74,True,casual_user
WEAR00002380,ATH000060,2024-05-29,Whoop,7567,84,2100,161,182,73,9.0,76.1,48,74,True,casual_user
WEAR00002381,ATH000060,2023-11-10,Fitbit,7080,69,718,138,141,75,8.5,80.4,44,80,True,casual_user
WEAR00002382,ATH000060,2023-04-24,Garmin,8711,82,977,139,144,73,7.0,92.5,56,75,True,casual_user
WEAR00002383,ATH000060,2023-06-08,Whoop,8752,106,1465,162,179,57,8.3,86.6,23,79,True,casual_user
WEAR00002384,ATH000060,2023-06-06,Garmin,9977,100,1646,152,166,65,8.6,89.3,51,83,True,casual_user
WEAR00002385,ATH000060,2023-11-20,Fitbit,7061,62,862,155,161,59,8.2,88.7,41,82,True,casual_user
WEAR00002386,ATH000060,2023-09-18,Apple Watch,6129,79,922,123,149,58,7.6,82.0,41,78,True,casual_user
WEAR00002387,ATH000060,2024-09-19,Whoop,8349,88,972,145,163,63,7.7,75.5,43,62,True,casual_user
WEAR00002388,ATH000060,2022-04-13,Whoop,6977,75,988,147,165,53,7.1,89.7,31,62,True,casual_user
WEAR00002389,ATH000060,2024-08-06,Apple Watch,7741,114,1891,175,182,65,8.3,85.5,43,74,True,casual_user
WEAR00002390,ATH000060,2024-11-02,Garmin,10024,99,1233,142,166,72,7.4,80.6,57,65,True,casual_user
WEAR00002391,ATH000060,2024-04-18,Fitbit,7880,80,994,135,142,67,8.1,76.5,46,81,True,casual_user
WEAR00002392,ATH000060,2022-01-15,Garmin,7185,64,1260,128,146,55,7.2,93.4,34,72,True,casual_user
WEAR00002393,ATH000060,2022-06-03,Fitbit,6321,73,1375,166,179,55,7.9,91.1,57,62,True,casual_user
WEAR00002394,ATH000060,2024-05-01,Whoop,6958,81,1118,143,168,64,7.6,91.5,36,65,True,casual_user
WEAR00002395,ATH000060,2024-01-04,Garmin,7898,113,2031,159,159,46,8.3,74.0,56,60,True,casual_user
WEAR00002396,ATH000060,2022-01-28,Apple Watch,5788,96,1449,146,165,73,7.6,85.2,33,80,True,casual_user
WEAR00002397,ATH000060,2022-11-02,Apple Watch,9401,82,1021,130,146,57,7.9,75.3,40,69,True,casual_user
WEAR00002398,ATH000060,2023-02-28,Fitbit,9671,99,1658,170,179,66,7.7,93.3,31,74,True,casual_user
WEAR00002399,ATH000060,2022-03-23,Apple Watch,9874,61,880,127,150,47,7.9,84.5,29,83,True,casual_user
WEAR00002400,ATH000060,2024-09-26,Whoop,6250,78,783,154,161,50,8.6,93.3,43,81,True,casual_user
WEAR00002401,ATH000061,2022-03-08,Garmin,14604,223,2914,148,170,71,8.6,81.5,51,70,True,amateur_athlete
WEAR00002402,ATH000061,2023-10-18,Garmin,11370,140,1456,136,147,71,8.4,80.0,59,77,True,amateur_athlete
WEAR00002403,ATH000061,2022-09-15,Apple Watch,11616,81,690,98,130,59,7.7,75.5,36,63,True,amateur_athlete
WEAR00002404,ATH000061,2023-03-06,Apple Watch,14963,113,2021,152,168,67,7.1,85.9,33,84,True,amateur_athlete
WEAR00002405,ATH000061,2022-02-05,Garmin,9288,113,1360,138,146,52,7.1,88.6,55,65,True,amateur_athlete
WEAR00002406,ATH000061,2023-07-31,Garmin,12776,113,778,109,131,57,7.1,75.9,31,65,True,amateur_athlete
WEAR00002407,ATH000061,2024-09-03,Garmin,13786,148,1654,130,154,51,7.1,91.0,55,75,True,amateur_athlete
WEAR00002408,ATH000061,2022-10-04,Apple Watch,12961,196,3659,164,170,47,8.1,75.3,28,64,True,amateur_athlete
WEAR00002409,ATH000061,2024-07-08,Whoop,12382,102,768,99,134,46,7.3,91.7,49,82,True,amateur_athlete
WEAR00002410,ATH000061,2024-02-21,Fitbit,11459,144,1675,153,167,69,8.1,74.9,56,61,True,amateur_athlete
WEAR00002411,ATH000061,2024-06-07,Fitbit,14178,122,1020,123,136,63,8.7,92.9,59,67,True,amateur_athlete
WEAR00002412,ATH000061,2023-01-19,Garmin,10198,151,1736,158,169,67,8.1,83.3,30,65,True,amateur_athlete
WEAR00002413,ATH000061,2022-09-27,Whoop,11162,193,2222,138,154,70,7.4,84.9,39,63,True,amateur_athlete
WEAR00002414,ATH000061,2023-12-21,Fitbit,10366,167,2119,147,171,57,8.8,75.8,50,84,True,amateur_athlete
WEAR00002415,ATH000061,2022-08-26,Whoop,9924,108,1011,113,127,68,7.6,77.4,32,74,True,amateur_athlete
WEAR00002416,ATH000061,2023-11-25,Whoop,10648,153,1641,142,154,47,8.6,70.2,54,60,True,amateur_athlete
WEAR00002417,ATH000061,2023-07-24,Garmin,12097,166,1744,152,167,58,7.9,89.0,59,74,True,amateur_athlete
WEAR00002418,ATH000061,2024-01-02,Garmin,14527,208,2900,164,173,61,7.4,72.6,55,63,True,amateur_athlete
WEAR00002419,ATH000061,2024-12-04,Fitbit,14065,189,2722,165,174,56,7.3,82.2,44,61,True,amateur_athlete
WEAR00002420,ATH000061,2024-09-07,Apple Watch,13083,173,2795,164,167,46,7.9,82.3,43,70,True,amateur_athlete
WEAR00002421,ATH000061,2023-01-12,Apple Watch,10708,161,1831,147,171,50,7.2,91.0,36,71,True,amateur_athlete
WEAR00002422,ATH000061,2022-06-07,Apple Watch,10553,222,4003,179,186,49,8.3,92.0,29,78,True,amateur_athlete
WEAR00002423,ATH000061,2023-08-28,Whoop,8138,152,1359,127,152,70,7.1,75.4,54,73,True,amateur_athlete
WEAR00002424,ATH000061,2023-09-25,Fitbit,8665,160,1864,143,155,64,8.5,86.1,32,84,True,amateur_athlete
WEAR00002425,ATH000061,2023-11-06,Apple Watch,11100,123,1610,141,148,73,7.1,70.8,28,66,True,amateur_athlete
WEAR00002426,ATH000061,2022-01-21,Whoop,8172,109,1493,141,155,59,7.8,89.7,26,70,True,amateur_athlete
WEAR00002427,ATH000061,2023-04-19,Apple Watch,11560,172,2455,146,172,74,8.7,86.3,51,65,True,amateur_athlete
WEAR00002428,ATH000061,2023-06-17,Whoop,12783,139,882,111,136,48,7.8,83.4,38,68,True,amateur_athlete
WEAR00002429,ATH000061,2024-09-05,Garmin,11124,129,1380,134,147,64,7.3,70.7,51,60,True,amateur_athlete
WEAR00002430,ATH000061,2022-04-23,Whoop,12554,139,797,122,130,55,8.6,86.0,26,61,True,amateur_athlete
WEAR00002431,ATH000061,2023-04-05,Apple Watch,10369,217,3887,177,190,66,8.3,78.5,59,75,True,amateur_athlete
WEAR00002432,ATH000061,2022-04-04,Whoop,11131,173,3388,176,186,69,8.1,76.6,22,77,True,amateur_athlete
WEAR00002433,ATH000061,2023-05-03,Garmin,9529,138,1307,133,149,63,7.6,83.0,40,77,True,amateur_athlete
WEAR00002434,ATH000061,2024-08-27,Apple Watch,12384,223,3800,170,190,56,9.0,84.0,57,67,True,amateur_athlete
WEAR00002435,ATH000061,2023-03-09,Fitbit,8381,241,4263,172,189,57,7.9,71.1,43,76,True,amateur_athlete
WEAR00002436,ATH000061,2022-08-05,Fitbit,8576,165,2050,161,172,64,7.6,93.0,30,75,True,amateur_athlete
WEAR00002437,ATH000061,2022-10-19,Whoop,12683,162,1810,149,170,67,7.8,89.1,42,70,True,amateur_athlete
WEAR00002438,ATH000061,2023-05-13,Apple Watch,13010,217,2997,153,169,58,7.1,74.9,59,73,True,amateur_athlete
WEAR00002439,ATH000061,2024-09-17,Whoop,11515,186,1932,137,148,49,7.3,73.9,29,64,True,amateur_athlete
WEAR00002440,ATH000061,2022-07-29,Whoop,12282,183,2450,160,169,58,8.0,81.2,46,66,True,amateur_athlete
WEAR00002441,ATH000062,2022-03-08,Apple Watch,8775,144,1505,141,160,50,7.8,92.4,49,67,True,fitness_enthusiast
WEAR00002442,ATH000062,2023-02-12,Apple Watch,11402,109,977,128,137,73,7.5,81.7,57,83,True,fitness_enthusiast
WEAR00002443,ATH000062,2023-03-18,Fitbit,9726,143,1172,134,139,45,7.2,73.0,48,69,True,fitness_enthusiast
WEAR00002444,ATH000062,2023-05-24,Fitbit,9053,137,1189,121,139,60,8.3,94.5,45,63,True,fitness_enthusiast
WEAR00002445,ATH000062,2022-06-28,Fitbit,14092,196,2249,143,160,66,8.3,75.8,28,85,True,fitness_enthusiast
WEAR00002446,ATH000062,2024-07-23,Whoop,9514,176,1758,142,157,75,8.5,70.9,40,60,True,fitness_enthusiast
WEAR00002447,ATH000062,2023-11-13,Whoop,14880,143,1381,118,139,70,8.8,81.8,45,85,True,fitness_enthusiast
WEAR00002448,ATH000062,2024-04-06,Whoop,8855,174,1613,133,142,72,8.4,86.7,34,61,True,fitness_enthusiast
WEAR00002449,ATH000062,2022-08-21,Apple Watch,11937,175,1830,140,155,62,7.9,93.1,31,76,True,fitness_enthusiast
WEAR00002450,ATH000062,2023-10-07,Fitbit,8463,153,1575,136,154,70,7.2,71.7,26,68,True,fitness_enthusiast
WEAR00002451,ATH000062,2022-12-01,Apple Watch,12618,137,1232,138,156,46,7.1,75.4,21,70,True,fitness_enthusiast
WEAR00002452,ATH000062,2024-01-10,Apple Watch,10002,156,1278,150,161,75,8.5,75.0,38,62,True,fitness_enthusiast
WEAR00002453,ATH000062,2024-11-05,Garmin,11820,176,1588,143,162,49,8.8,80.3,51,68,True,fitness_enthusiast
WEAR00002454,ATH000062,2022-11-17,Garmin,13156,120,1089,121,136,61,7.3,91.7,42,61,True,fitness_enthusiast
WEAR00002455,ATH000062,2024-02-28,Garmin,8771,115,1138,125,140,71,7.3,78.9,26,81,True,fitness_enthusiast
WEAR00002456,ATH000062,2023-11-25,Garmin,8810,201,2570,136,160,65,7.6,93.7,49,61,True,fitness_enthusiast
WEAR00002457,ATH000062,2024-10-12,Garmin,10342,133,1038,135,162,62,7.2,86.8,44,74,True,fitness_enthusiast
WEAR00002458,ATH000062,2023-05-30,Garmin,10147,144,1272,130,141,63,8.2,73.7,26,62,True,fitness_enthusiast
WEAR00002459,ATH000062,2023-12-23,Apple Watch,13403,185,1876,141,157,74,7.7,91.6,47,75,True,fitness_enthusiast
