Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 practice,,,,,Before 9am,9:00 AM,,,10:00,,,11:00 AM,,,12:00 AM,,,1:00 PM,,,2:00 PM,,,3:00 PM,,,4:00 PM,,,5:00 PM,,,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5am 1hr,1hr,2hr,3hr,1hr,2hr,3hr,1hr,2hr,3hr,1hr,2hr,3hr,1hr,2hr,3hr,1hr,2hr,3hr,1hr,2hr,3hr,1hr,2hr,3hr,1hr,2hr,3hr,1hr,2hr,3hr,1hr,2hr,3hr,1hr,2hr,3hr,1hr,2hr,3hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4pm-6pm,Pre-Snack,1.5 before first exercise,,,,4pm-6pm,Pre-Snack,1.5 before first exercise,,,,,Meal,3 after last meal,,,,,,,Meal,3 after last meal,,,,,,,Pre-Snack,1 before first exercise,,,,Pre-Snack,1 before first exercise,,,,Meal,3 after last meal,,,,,,,Meal,completion of second exercise,,,Meal,completion of second exercise,,,Post-snack,completion of first exercise,,,Post-snack,completion of first exercise,,,Post-snack,completion of first exercise,,,,,
,,,,,Meal,completion of first exercise,,,,,Meal,completion of first exercise,,,,,Snack,2 after last meal,,,,,,,Snack,2 after last meal,,,,,,,Meal,completion of first exercise,,,,Post-Snack,completion of first exercise,,,,,,,,,,,,,,,,,,,,Pre-Snack,1 before second exercise,,,Post-snack,completion of second exercise,,,Post-snack,completion of second exercise,,,,,
,,,,,Pre-Meal,3 before second exercise,,,,,Pre-Meal,3 before second exercise,,,,,,,,,,,,,,,,,,,,,Meal,completion of second exercise,,,,Meal,completion of second exercise,,,,Only applies to Practice 1= 2hour or 3 Hour ,,,7pm-,Only applies to Practice 1= 1hour + 2 Hour,,,7pm-8pm,Only applies to Practice 1= 1hour,,,7pm-8pm,Only applies to Practice 1= 1hour + 2 Hour,,,,Post-snack,completion of second exercise,,,,,,,,,,,,,
,,,,,Meal,completion of second exercise,,,,,Meal,completion of second exercise,,,,4pm-6pm,Pre-Meal,3 before first exercise,,,,,,4pm-6pm,Pre-Meal,3 before first exercise,,,,,,,Snack,3 after last meal,,,,Meal,2 after last meal,,,,Pre-Meal,3 before first exercise,,,Meal,7 before first exercise,,,Meal,7 before first exercise,,,Meal,7 before first exercise,,,,,,10pm+,Meal,11 before first exercise,,,,,,,,,
,,,,,Snack,2 after last meal,,,,,Snack,2 after last meal,,,,,Pre-Meal,4 before second exercise,,,,,,,Pre-Meal,4 before second exercise,,,,,,,For 3 hour first practice switch snack with last meal,,,,,For 1 hour first practice switch post-snack with last meal,,,,,Pre Snack,1 before first exercise,,,Pre-Meal,3 before first exercise,,,Pre-Meal,3 before first exercise,,,Pre-Meal,3 before first exercise,,,Only applies to Practice 1= 2hour,,,,Meal,3 after last meal,,,,,,,,,
,,,,6pm-7pm,Pre-Snack,1.5 before first exercise,,,,6pm-7pm,Pre-Snack,1.5 before first exercise,,,,,Pre-snack,1 before second exercise,,,,,,,Pre-snack,1 before second exercise,,,,,,,,,,,,,,,,,Post-Snack,completion of first exercise,,,Meal,completion of first exercise,,,Meal,completion of first exercise,,,Pre-Snack,1 before first exercise,,,Meal,7 before first exercise,,,Pre-meal,3 before first exercise,,,,,,,,,
,,,,,Meal,completion of first exercise,,,,,Meal,completion of first exercise,,,,,Meal,completion of second exercise,,,,,,,Meal,completion of second exercise,,,,,,5pm-6pm,Pre-Meal,3 before first exercise,,,5pm-6pm,Pre-Meal,3 before first exercise,,,,Meal,completion of second exercise,,,Pre-Snack,1 before second exercise,,,Pre-Snack,1 before second exercise,,,Post-snack,completion of first exercise,,,Pre-Meal,3 before first exercise,,,Post-snack,completion of first exercise,,,,,,,,,
,,,,,Pre-Meal,4 before second exercise,,,,,Pre-Meal,4 before second exercise,,,,,snack,2 after last meal,,,,,,,snack,2 after last meal,,,,,,,Pre-Snack,1 before first exercise,,,,Pre-Snack,1 before first exercise,,,,Meal,3 after last meal,,,Post-snack,completion of second exercise,,,Post-snack,completion of second exercise,,,Meal,completion of second exercise,,,Pre-Snack,1 before first exercise,,,Post-snack,completion of second exercise,,,,,,,,,
,,,,,Pre-Snack,1 hour before second exercise,,,,,Pre-Snack,1 hour before second exercise,,,,,,,,,,,,,,,,,,,,,Meal,completion of first exercise,,,,Meal,completion of first exercise,,,,,,,,,,,,,,,,,,,,Post-snack,completion of first exercise,,,,,,,,,,,,,
,,,,,Meal,completion of second exercise,,,,,Meal,completion of second exercise,,,,6pm-7pm,Pre-Meal,3 before first exercise,,,,,,6pm-7pm,Pre-Meal,3 before first exercise,,,,,,,Pre-Snack,1 before second exercise,,,,Pre-Snack,1 before second exercise,,,6pm-8pm,Pre-Meal,3 before first exercise,,,Only applies to Practice 1= 3 Hours,,,,Only applies to Practice 1= 2hour + 3 hour,,,8pm-,Only applies to Practice 1= 1hour,,,,Post-snack,completion of second exercise,,,,,,,,,,,,,
,,,,7pm-8pm,Pre-Snack,1.5 before first exercise,,,,7-8pm,Pre-Snack,1.5 before first exercise,,,,,Post-snack,completion of first exercise,,,,,,,Post-snack,completion of first exercise,,,,,,,Meal,completion of second exercise,,,,Meal,completion of second exercise,,,,Pre Snack,1 before first exercise,,,Meal,7 before first exercise,,,Meal,7 before first exercise,,,Meal,7 before first exercise,,,,,,,,,,,,,,,,,
,,,,,Meal,completion of first exercise,,,,,Meal,completion of first exercise,,,,,Pre-Meal,3 before second exercise,,,,,,,Pre-Meal,3 before second exercise,,,,,,,,,,,For 3 hour first practice replace Meal on completion of first exercise with Post-Snack,,,,,,Meal,completion of first exercise,,,Pre-Meal,3 before first exercise,,,Pre-Meal,3 before first exercise,,,Pre-Meal,3 before first exercise,,9pm-10pm,Only applies to Practice 1= 1hour,,,,,,,,,,,,,,
,,,,,Meal,3 after last meal,,,,,Meal,3 after last meal,,,,,Pre-snack,1 before second exercise,,,,,,,Pre-snack,1 before second exercise,,,,,,,,,,,,,,,,,Pre-Snack,2 after last meal,,,Post-snack,completion of first exercise,,,Post-snack,completion of first exercise,,,Meal,completion of first exercise,,,Meal,7 before first exercise,,,,,,,,,,,,,
,,,,,Pre-Meal,3 before second exercise,,,,,Pre-Meal,3 before second exercise,,,,,Meal,completion of second exercise,,,,,,,Meal,completion of second exercise,,,,,,6pm-8pm,Pre-Meal,3 before first exercise,,,6pm-8pm,Pre-Meal,3 before first exercise,,,,Meal,completion of second exercise,,,Pre-Snack,1 before second exercise,,,Pre-Snack,1 before second exercise,,,Pre-Snack,1 before second exercise,,,Pre-Meal,3 before first exercise,,,,,,,,,,,,,
,,,,,Post-Snack,completion of second exercise,,,,,Post-Snack,completion of second exercise,,,,,,,,,,,,,,,,,,,,,Pre-Snack,1 before first exercise,,,,Pre-Snack,1 before first exercise,,,,,,,,Meal,completion of second exercise,,,Meal,completion of second exercise,,,Post-snack,completion of second exercise,,,Pre-Snack,1 before first exercise,,,,,,,,,,,,,
,,,,8pm-10pm,Pre-Snack,1.5 before first exercise,,,,8-10pm,Pre-Snack,1.5 before first exercise,,,,7pm-8pm,Pre-Meal,3 before first exercise,,,,,,7pm-8pm,Pre-Meal,3 before first exercise,,,,,,,Meal,completion of first exercise,,,,Meal,completion of first exercise,,,8pm-9pm,Pre-Meal,3 before first exercise,,,,,,,,,,,,,,,Meal,completion of first exercise,,,,,,,,,,,,,
,,,,,Meal,completion of first exercise,,,,,Meal,completion of first exercise,,,,,Post-snack,completion of first exercise,,,,,,,Post-snack,completion of first exercise,,,,,,,Pre-Snack,1 before second exercise,,,,Pre-Snack,1 before second exercise,,,,Pre Snack,1 before first exercise,,8pm-10pm,Meal,7 before first exercise,,8pm-9pm,Only applies to Practice 1= 1hour + 2 Hour,,,,Only applies to Practice 1= 2hour,,,,Pre-Snack,1 before second exercise,,,,,,,,,,,,,
,,,,,Meal,4 after last meal,,,,,Meal,4 after last meal,,,,,Pre-Meal,4 before second exercise,,,,,,,Pre-Meal,4 before second exercise,,,,,,,Meal,completion of second exercise,,,,Meal,completion of second exercise,,,,Meal,completion of first exercise,,,Pre-Meal,3 before first exercise,,,Meal,7 before first exercise,,,Meal,7 before first exercise,,,Post-snack,completion of second exercise,,,,,,,,,,,,,
,,,,,Pre-Meal,3 before second exercise,,,,,Pre-Meal,3 before second exercise,,,,,Pre-snack,1 before second exercise,,,,,,,Pre-snack,1 before second exercise,,,,,,,,,,,,,,,,,Pre-Snack,1 before second exercise,,,Meal,completion of first exercise,,,Pre-Meal,3 before first exercise,,,Pre-Meal,3 before first exercise,,,,,,,,,,,,,,,,,
,,,,,Post-Snack,completion of second exercise,,,,,Post-Snack,completion of second exercise,,,,,Meal,completion of second exercise,,,,,,,Meal,completion of second exercise,,,,,,8pm-9pm,For 1 + 2 hour practice,,,,8pm-9pm,For 2 hour and 3 hour practice,,,,,Meal,completion of second exercise,,,Pre-Snack,1 before second exercise,,,Meal,completion of first exercise,,,Post-snack,completion of first exercise,,,Only applies to Practice 1= 2hour,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3 HOUR PRACTICE 1,,,,,,,,PRACTICE 1= 2 or 3 hours,,,,,Pre-Meal,3 before first exercise,,,,Pre-Meal,3 before first exercise,,,,,,,,Post-snack,completion of second exercise,,,Pre-Snack,1 before second exercise,,,Pre-Snack,1 before second exercise,,,Meal,7 before first exercise,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,8pm-9pm,Pre-Meal,3 before first exercise,,Pre-Meal,3 before first exercise,,,8pm-9pm,Pre-Meal,3 before first exercise,,Pre-Meal,3 before first exercise,,,,Pre-Snack,1 before first exercise,,,,Pre-Snack,1 before first exercise,,,9pm+,Pre-Meal,3 before first exercise,,,,,,,Post-snack,completion of second exercise,,,Meal,completion of second exercise,,,Pre-Meal,3 before first exercise,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Post-snack,completion of first exercise,,Meal,completion of first exercise,,,,Post-snack,completion of first exercise,,Meal,completion of first exercise,,,,Meal,completion of first exercise,,,,Meal,completion of first exercise,,,,Pre Snack,1 before first exercise,,,,,,,,,,,,,,,Pre-Snack,1 before first exercise,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Meal,6 before second exercise,,Pre-meal,3 before second exercise,,,,Meal,6 before second exercise,,Pre-meal,3 before second exercise,,,,Snack,1.5 before second exercise,,,,Snack,1.5 before second exercise,,,,Meal,completion of first exercise,,,,,,,Only applies to Practice 1= 3 Hours,,,,Only applies to Practice 1= 2hour,,,,Post-snack,completion of first exercise,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Pre-meal,3 before second exercise,,Pre Snack,1 before second exercise,,,,Pre-meal,3 before second exercise,,Pre Snack,1 before second exercise,,,,Meal,completion of second exercise,,,,Meal,completion of second exercise,,,,Pre-Meal,3 before second exercise,,,,,,,Meal,7 before first exercise,,,Meal,7 before first exercise,,,Pre-Snack,1 before second exercise,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Post-snack,completion of second exercise,,Post-snack,completion of second exercise,,,,Post-snack,completion of second exercise,,Post-snack,completion of second exercise,,,,For 3 hour practice,,,,,For 1 hour practice,,,,,Post-snack,completion of second exercise,,,,,,,Pre-Meal,3 before first exercise,,,Pre-Meal,3 before first exercise,,,Post-snack,completion of second exercise,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pre-Meal,3 before first exercise,,,,Pre-Meal,3 before first exercise,,,,,,,,,,,,Pre-snack,1 before first exercise,,,Pre-Snack,1 before first exercise,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,9pm-10pm,Pre-Meal,3 before first exercise,,,,,,9-10pm,Pre-Meal,3 before first exercise,,,,,,,Pre-Snack,1 before first exercise,,,,Pre-Snack,1 before first exercise,,,,,,,,,,,,Post-snack,completion of first exercise,,,Post-snack,completion of first exercise,,,Only applies to Practice 1= 2hour,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Post-snack,completion of first exercise,,,,,,,Post-snack,completion of first exercise,,,,,,,Meal,completion of first exercise,,,,Meal,completion of first exercise,,,,,,,,,,,,Pre-Snack,1 before second exercise,,,Meal,completion of second exercise,,,Meal,7 before first exercise,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Meal,7 before second exercise,,,,,,,Meal,7 before second exercise,,,,,,,Pre-Meal,3 before second exercise,,,,Pre-Meal,3 before second exercise,,,,,,,,,,,,Post-snack,completion of second exercise,,,,,,,Pre-Meal,3 before first exercise,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Pre-meal,3 before second exercise,,,,,,,Pre-meal,3 before second exercise,,,,,,,Snack,completion of second exercise,,,,Snack,completion of second exercise,,,,,,,,,,,,,,,9pm-10pm,Only applies to Practice 1= 1hour + 2 Hour,,,,Pre-Snack,1 before first exercise,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Post-snack,completion of second exercise,,,,,,,Post-snack,completion of second exercise,,,,,,,,,,,,,,,,,,,,,,,,9pm+,Meal,7 before first exercise,,,Meal,7 before first exercise,,,Snack,completion of first exercise,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9pm-+,Pre-Meal,3 before first exercise,,,9pm-+,Pre-Meal,3 before first exercise,,,,,,,,,,,,Pre-Meal,3 before first exercise,,,Pre-Meal,3 before first exercise,,,Post-snack,completion of second exercise,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,10pm-,Pre-Meal,3 before first exercise,,,,,,10pm-,Pre-Meal,3 before first exercise,,,,,,,Pre-Snack,1 before first exercise,,,,Pre-Snack,1 before first exercise,,,,,,,,,,,,Meal,completion of first exercise,,,Meal,completion of first exercise,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Post-snack,completion of first exercise,,,,,,,Post-snack,completion of first exercise,,,,,,,Meal,completion of first exercise,,,,Meal,completion of first exercise,,,,,,,,,,,,Pre-Snack,1 before second exercise,,,Pre-Snack,1 before second exercise,,10pm+,Only applies to Practice 1= 1hour + 2 Hour,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Meal,8 before second exercise,,,,,,,Meal,8 before second exercise,,,,,,,Pre-Meal,3 before second exercise,,,,Pre-Meal,3 before second exercise,,,,,,,,,,,,Post-snack,completion of second exercise,,,Post-snack,completion of second exercise,,,Meal,7 before first exercise,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Pre-meal,3 before second exercise,,,,,,,Pre-meal,3 before second exercise,,,,,,,Snack,completion of second exercise,,,,Snack,completion of second exercise,,,,,,,,,,,,,,,,,,,,Pre-Meal,3 before first exercise,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Post-snack,completion of second exercise,,,,,,,Post-snack,completion of second exercise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only applies to Practice 1= 3 Hour,,,,Pre-Snack,1 before first exercise,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meal,7 before first exercise,,,Meal,completion of first exercise,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pre-Meal,3 before first exercise,,,Pre-Snack,1 before second exercise,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post-snack,completion of first exercise,,,Post-snack,completion of second exercise,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pre-Snack,1 before second exercise,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post-snack,completion of second exercise,,,Only applies to Practice 1= 3 Hour,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meal,7 before first exercise,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10pm+,Meal,7 before first exercise,,,Pre-Meal,3 before first exercise,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pre-Meal,3 before first exercise,,,Pre-Snack,1 before first exercise,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meal,completion of first exercise,,,Post-snack,completion of first exercise,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pre-Snack,1 before second exercise,,,Pre-Snack,1 before second exercise,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post-snack,completion of second exercise,,,Post-snack,completion of second exercise,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5am - 8pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5am - 8pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
